latency,hops,proof_bytes
98.60,2,256
306.30,2,256
107.00,3,384
316.80,3,384
271.40,3,384
355.20,2,256
276.30,1,128
232.40,4,512
373.40,2,256
381.50,6,768
356.60,9,1152
528.70,1,128
355.00,3,384
276.20,5,640
220.80,2,256
259.70,4,512
593.40,8,1024
647.50,5,640
557.30,4,512
450.40,5,640
527.50,7,896
453.10,6,768
348.70,2,256
434.30,5,640
515.30,4,512
641.10,5,640
322.20,4,512
716.30,5,640
541.00,4,512
499.10,2,256
616.30,3,384
703.40,1,128
361.20,1,128
649.90,8,1024
648.90,5,640
554.90,2,256
7.20,1,128
674.90,4,512
605.90,4,512
443.00,3,384
914.80,7,896
845.90,7,896
411.70,3,384
701.70,3,384
924.80,7,896
630.30,2,256
659.20,6,768
614.10,3,384
784.60,2,256
233.90,3,384
323.90,2,256
304.00,2,256
937.30,4,512
5.70,1,128
693.10,4,512
1014.10,3,384
802.40,3,384
432.70,2,256
822.00,4,512
812.90,3,384
760.00,2,256
464.60,4,512
802.20,4,512
396.20,2,256
618.10,9,1152
943.40,3,384
144.80,2,256
379.00,3,384
439.50,1,128
1075.10,5,640
888.60,3,384
465.60,4,512
928.30,3,384
653.60,4,512
867.30,5,640
505.20,5,640
549.40,2,256
740.30,3,384
735.00,2,256
1046.60,3,384
651.70,6,768
61.40,1,128
692.40,5,640
362.10,2,256
919.10,3,384
1367.30,2,256
778.40,4,512
996.90,4,512
469.20,5,640
369.80,1,128
897.30,2,256
944.40,3,384
667.00,4,512
620.30,4,512
464.10,3,384
805.30,3,384
455.60,3,384
628.60,2,256
1219.00,3,384
1272.60,5,640
1125.50,6,768
1066.10,2,256
721.70,4,512
1500.20,5,640
943.60,1,128
123.10,3,384
645.20,6,768
895.40,5,640
758.00,1,128
1727.40,3,384
639.40,5,640
1438.20,6,768
1428.30,4,512
1216.60,4,512
1755.70,4,512
1433.80,7,896
1038.00,4,512
1352.10,6,768
1503.10,4,512
1259.00,3,384
165.20,2,256
1395.10,3,384
0.10,1,128
1435.00,2,256
563.10,4,512
1187.00,5,640
543.70,5,640
1333.60,3,384
704.60,4,512
1169.10,4,512
1846.80,4,512
1097.60,6,768
934.80,2,256
496.50,3,384
822.00,4,512
1376.00,3,384
739.70,4,512
819.90,2,256
