time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.962097
300,0.956890
360,0.939372
420,0.939372
480,0.908061
540,0.876492
600,0.805745
660,0.779378
720,0.741621
780,0.728590
840,0.717386
900,0.688211
960,0.684181
1020,0.678011
1080,0.676742
1140,0.661889
1200,0.630966
1260,0.620553
1320,0.617115
1380,0.609844
1440,0.616055
1500,0.613333
1560,0.612628
1620,0.603539
1680,0.599198
1740,0.598116
1800,0.598958
1860,0.587405
1920,0.587997
1980,0.581558
2040,0.583479
2100,0.573991
2160,0.569945
2220,0.566691
2280,0.570432
2340,0.565664
2400,0.566107
2460,0.554965
2520,0.554620
2580,0.555320
2640,0.554732
2700,0.555853
2760,0.553694
2820,0.550547
2880,0.552826
2940,0.552682
3000,0.549409
3060,0.547248
3120,0.543861
3180,0.536317
3240,0.531426
3300,0.531055
3360,0.529568
3420,0.527223
3480,0.525375
3540,0.523392
