latency,hops,proof_bytes
473.50,5,640
275.40,5,640
395.90,3,384
369.90,2,256
367.20,6,768
325.00,4,512
508.70,6,768
256.50,3,384
567.10,3,384
413.30,3,384
602.30,3,384
535.00,2,256
127.60,2,256
289.20,3,384
423.90,2,256
665.30,3,384
564.70,3,384
316.70,3,384
477.20,5,640
357.80,4,512
654.20,3,384
629.50,5,640
483.30,2,256
293.80,3,384
390.70,4,512
298.50,4,512
863.00,2,256
854.10,3,384
796.90,3,384
721.40,1,128
587.00,5,640
877.20,4,512
580.20,3,384
902.30,4,512
848.90,5,640
758.80,7,896
660.80,1,128
937.20,5,640
628.90,4,512
655.00,3,384
592.20,1,128
266.60,4,512
371.10,3,384
626.70,3,384
978.80,2,256
360.20,4,512
271.80,3,384
876.50,3,384
567.40,4,512
131.70,1,128
1080.40,4,512
863.00,7,896
1020.70,4,512
768.20,2,256
241.50,1,128
951.90,2,256
359.50,1,128
1165.60,5,640
760.10,2,256
1255.20,7,896
980.30,4,512
673.90,7,896
611.30,4,512
573.20,3,384
1007.50,3,384
695.60,6,768
1007.00,4,512
1248.10,8,1024
1141.20,9,1152
1218.30,5,640
516.30,3,384
873.70,1,128
498.80,4,512
970.30,6,768
305.00,3,384
743.40,5,640
719.50,3,384
1081.20,4,512
628.40,4,512
151.80,2,256
1074.70,6,768
881.50,2,256
1506.80,3,384
1319.90,6,768
886.50,6,768
800.20,1,128
1531.50,3,384
1276.90,4,512
1028.70,3,384
631.60,2,256
1556.70,7,896
1002.20,6,768
1213.90,7,896
1453.10,4,512
716.70,2,256
1378.50,5,640
608.10,4,512
915.60,2,256
1250.30,7,896
1569.40,7,896
1278.60,6,768
578.40,3,384
827.80,2,256
780.40,2,256
590.00,1,128
1088.40,4,512
157.60,3,384
381.60,3,384
898.10,4,512
1157.00,3,384
803.20,1,128
994.20,1,128
512.30,3,384
549.40,4,512
1267.00,3,384
1151.10,6,768
1060.20,5,640
601.60,2,256
1491.40,2,256
884.50,4,512
1355.70,6,768
287.70,1,128
1141.80,2,256
1413.20,2,256
1682.20,7,896
939.90,3,384
0.10,1,128
749.90,2,256
411.40,4,512
786.10,5,640
1295.10,3,384
798.70,3,384
434.80,1,128
1271.30,4,512
678.80,4,512
764.40,2,256
1334.50,2,256
641.30,4,512
314.70,3,384
239.80,2,256
1538.90,5,640
1180.30,4,512
689.60,5,640
711.00,4,512
743.00,3,384
1282.00,3,384
1325.50,5,640
1252.40,4,512
504.20,2,256
1293.10,3,384
922.20,1,128
1669.70,2,256
1968.80,2,256
1464.80,4,512
1380.60,3,384
587.20,3,384
397.00,2,256
83.90,1,128
813.90,2,256
1728.60,4,512
1004.70,3,384
1106.90,2,256
209.70,2,256
1075.70,2,256
1152.70,5,640
981.00,4,512
1331.20,4,512
1046.70,3,384
1278.60,3,384
880.70,5,640
1046.50,4,512
1559.00,7,896
743.30,4,512
1867.60,3,384
2085.50,3,384
1237.80,3,384
655.90,1,128
1065.60,3,384
1268.20,5,640
1144.70,4,512
1852.00,6,768
1316.50,2,256
1933.30,4,512
1264.00,2,256
1253.10,5,640
934.90,4,512
2.70,1,128
1374.10,4,512
771.40,2,256
1497.30,3,384
625.30,3,384
1456.30,3,384
1319.20,4,512
1956.30,6,768
1145.60,3,384
367.50,2,256
331.00,3,384
817.90,2,256
1225.00,6,768
592.80,4,512
1584.80,3,384
1616.80,7,896
1847.80,3,384
1269.40,5,640
1569.00,2,256
1190.90,3,384
1231.20,5,640
2520.50,7,896
1982.40,2,256
203.40,2,256
519.70,3,384
1205.40,3,384
359.50,2,256
951.50,4,512
264.90,1,128
794.10,3,384
1744.20,3,384
2156.50,3,384
959.90,5,640
720.90,2,256
970.40,3,384
1199.50,3,384
1595.10,6,768
1393.50,5,640
1259.10,2,256
1426.10,4,512
825.50,3,384
712.00,2,256
1298.90,2,256
1689.60,6,768
517.90,3,384
1175.60,2,256
1242.40,6,768
330.50,4,512
1181.50,4,512
796.10,4,512
81.20,1,128
1512.30,3,384
815.40,3,384
1268.70,6,768
1589.20,3,384
623.50,2,256
1214.40,3,384
962.10,3,384
362.70,3,384
731.50,2,256
1755.70,5,640
1946.60,1,128
325.30,3,384
1337.50,5,640
221.50,1,128
807.30,3,384
1439.50,3,384
1379.70,4,512
1593.60,4,512
1370.80,4,512
108.30,2,256
1578.40,3,384
359.20,5,640
2018.70,5,640
454.70,3,384
841.80,4,512
535.30,2,256
887.40,3,384
1338.90,3,384
1218.40,3,384
2737.30,4,512
1280.40,6,768
596.90,1,128
498.00,2,256
697.10,2,256
1564.20,4,512
1026.10,1,128
1671.30,4,512
829.50,1,128
1354.60,6,768
1021.70,2,256
1492.80,4,512
435.00,2,256
1719.30,3,384
1359.30,5,640
1305.90,3,384
1232.30,2,256
217.40,1,128
1586.20,2,256
1834.80,2,256
430.70,2,256
1399.70,3,384
1681.20,3,384
1800.40,7,896
1093.30,3,384
813.40,4,512
1549.90,4,512
459.00,1,128
593.40,1,128
1857.80,5,640
2529.40,5,640
1533.20,4,512
2106.50,6,768
1267.00,4,512
1107.40,2,256
2029.50,2,256
1674.00,2,256
555.70,2,256
911.40,1,128
768.60,4,512
1576.40,2,256
576.80,2,256
2233.40,3,384
1070.20,4,512
953.30,3,384
1178.40,2,256
3111.10,3,384
1365.50,3,384
331.40,3,384
2740.60,3,384
962.30,3,384
2253.90,4,512
1318.40,7,896
408.80,3,384
1186.90,3,384
