latency,hops,proof_bytes
141.30,2,256
207.40,2,256
297.10,3,384
396.80,4,512
357.00,6,768
443.80,2,256
423.80,2,256
254.00,3,384
274.00,2,256
477.20,5,640
252.10,4,512
481.00,2,256
335.10,4,512
388.90,4,512
254.70,3,384
320.90,3,384
655.90,4,512
291.40,4,512
367.80,2,256
451.70,3,384
517.80,1,128
753.20,6,768
750.20,8,1024
606.00,5,640
455.00,5,640
654.10,4,512
376.00,2,256
456.70,1,128
518.30,1,128
894.00,5,640
406.70,2,256
818.40,8,1024
661.40,3,384
573.90,3,384
758.10,3,384
928.30,4,512
835.80,3,384
369.90,3,384
347.40,1,128
435.90,4,512
772.30,6,768
1076.90,4,512
880.00,5,640
461.60,4,512
604.90,3,384
563.00,6,768
625.20,4,512
1000.80,3,384
867.40,6,768
776.60,2,256
935.30,6,768
712.40,5,640
774.50,4,512
1066.80,6,768
1060.20,7,896
1262.20,4,512
407.10,3,384
584.20,6,768
1235.30,4,512
1224.40,4,512
1260.40,8,1024
743.90,5,640
504.60,2,256
1111.70,2,256
175.90,1,128
766.20,2,256
830.40,6,768
1096.10,7,896
507.80,2,256
1323.00,1,128
1213.00,7,896
1160.70,2,256
40.00,1,128
1153.60,5,640
24.90,1,128
1443.00,6,768
1150.20,6,768
738.30,3,384
645.90,4,512
743.00,2,256
481.00,2,256
521.70,4,512
912.10,2,256
1295.20,5,640
672.80,5,640
859.10,4,512
483.50,4,512
473.10,7,896
285.80,3,384
996.30,4,512
664.20,3,384
821.60,3,384
1231.50,1,128
1502.50,4,512
1205.10,5,640
896.10,4,512
1236.40,6,768
554.60,2,256
776.30,5,640
613.40,3,384
524.20,1,128
1090.30,4,512
1423.40,5,640
851.50,3,384
988.80,5,640
1780.20,2,256
1045.30,4,512
616.50,4,512
1095.60,2,256
1062.30,4,512
1508.60,6,768
1219.10,3,384
1499.00,4,512
1266.20,4,512
720.80,3,384
1663.00,3,384
1337.50,3,384
896.80,2,256
1316.10,1,128
1611.20,10,1280
1791.40,6,768
700.60,5,640
1256.10,3,384
103.00,2,256
1380.90,3,384
282.00,1,128
1113.10,6,768
1479.70,4,512
926.80,2,256
1123.60,5,640
1192.30,3,384
588.30,2,256
1085.80,4,512
1081.60,2,256
1204.10,5,640
1634.90,4,512
283.40,2,256
1448.60,5,640
2156.70,5,640
1132.90,1,128
1404.00,3,384
1175.70,6,768
893.60,4,512
1146.70,4,512
1172.00,4,512
593.10,3,384
1533.70,4,512
1472.80,6,768
1123.90,3,384
1403.20,2,256
2054.00,6,768
1484.10,6,768
953.80,3,384
1773.20,5,640
251.70,1,128
1012.80,1,128
611.80,1,128
1005.20,3,384
1513.90,5,640
1434.00,8,1024
1236.50,5,640
680.50,1,128
2173.90,6,768
1347.50,3,384
47.30,1,128
1403.60,3,384
964.10,1,128
142.30,1,128
58.20,1,128
1471.10,6,768
1374.20,1,128
1185.60,3,384
1936.70,5,640
1560.10,5,640
959.50,3,384
555.70,3,384
1761.00,3,384
1050.10,6,768
2338.30,5,640
1207.70,3,384
2050.00,7,896
177.70,1,128
387.60,2,256
1024.00,3,384
988.90,1,128
663.00,4,512
1908.70,3,384
1891.70,4,512
1311.80,2,256
1575.90,2,256
1640.00,4,512
914.60,3,384
1479.70,5,640
1026.50,2,256
1217.30,3,384
1149.10,3,384
1446.70,8,1024
1101.90,5,640
1505.70,5,640
1760.60,3,384
306.60,3,384
876.30,2,256
2079.40,2,256
1144.60,5,640
1502.70,5,640
548.20,2,256
1949.30,3,384
913.40,3,384
605.60,2,256
1936.10,5,640
2335.00,4,512
2609.20,4,512
1844.90,6,768
548.20,3,384
948.80,4,512
2530.10,4,512
1425.10,4,512
1551.60,2,256
1725.20,2,256
1350.00,1,128
1230.20,3,384
1449.20,4,512
2536.60,2,256
1256.10,2,256
2086.90,3,384
2313.00,5,640
1172.90,7,896
1517.80,4,512
1860.90,7,896
1437.00,6,768
2417.50,4,512
1684.10,4,512
37.00,1,128
1589.60,2,256
1263.70,1,128
1078.30,4,512
1130.20,2,256
1260.60,2,256
1181.50,2,256
2596.70,4,512
1655.80,2,256
1010.90,2,256
1362.10,3,384
1870.30,4,512
670.60,1,128
832.10,4,512
1591.50,2,256
2144.80,8,1024
974.90,3,384
1142.80,4,512
641.20,7,896
1064.60,4,512
1281.20,6,768
0.20,2,256
1370.40,5,640
1880.50,8,1024
1843.00,5,640
1563.20,2,256
623.30,2,256
1815.20,3,384
1072.40,5,640
997.80,3,384
391.90,2,256
2037.30,9,1152
1862.30,1,128
1676.40,3,384
2275.00,3,384
365.90,1,128
365.70,2,256
823.00,2,256
460.10,4,512
684.60,2,256
1278.20,1,128
2931.30,3,384
1520.50,2,256
929.50,3,384
1454.60,2,256
1900.30,6,768
2048.40,4,512
1678.60,4,512
88.70,1,128
910.70,2,256
1642.80,3,384
1061.80,7,896
1532.50,6,768
2126.20,5,640
2186.40,2,256
1339.50,3,384
1289.80,4,512
368.80,2,256
1363.60,2,256
633.00,2,256
1294.70,3,384
1180.10,4,512
1486.30,3,384
660.40,2,256
1758.40,4,512
1264.40,4,512
1927.90,3,384
1043.00,2,256
2779.10,6,768
1319.00,4,512
1178.70,3,384
1233.80,5,640
1134.10,3,384
2288.20,7,896
1072.00,3,384
1177.10,4,512
774.80,5,640
1351.20,2,256
