node_id,work,score,connectivity,forwards,delivery_contributions
p0,0.768520,0.537964,0.0000,36,4
p1,3.845254,2.991678,1.0000,230,9
p2,3.157816,2.210472,0.0000,62,10
p3,0.807961,0.715573,0.5000,82,3
p4,0.000000,0.000000,0.0000,37,0
p5,1.803352,1.262347,0.0000,98,5
p6,2.974388,2.082072,0.0000,211,6
p7,0.381565,0.267096,0.0000,62,3
p8,0.427905,0.299533,0.0000,59,2
p9,0.325429,0.227800,0.0000,13,1
p10,3.378283,2.364798,0.0000,199,9
p11,1.292293,0.904605,0.0000,67,3
p12,1.402835,0.981985,0.0000,53,4
p13,0.002273,0.001591,0.0000,62,1
p14,4.463415,3.124390,0.0000,184,12
p15,3.694649,2.586254,0.0000,62,6
p16,1.050334,0.735234,0.0000,211,5
p17,0.344443,0.391110,0.5000,136,4
p18,3.706431,2.744501,0.5000,133,7
p19,3.685767,2.580037,0.0000,143,9
p20,5.348964,4.044275,1.0000,200,15
p21,1.017727,0.712409,0.0000,115,8
p22,0.561490,0.393043,0.0000,41,3
p23,1.209434,0.846604,0.0000,100,3
p24,1.101619,0.921133,0.5000,71,4
p25,0.905840,0.634088,0.0000,110,5
p26,0.575072,0.402550,0.0000,149,2
p27,0.176188,0.123332,0.0000,51,2
p28,0.042014,0.029410,0.0000,33,3
p29,0.492411,0.344688,0.0000,84,3
p30,1.406108,0.984276,0.0000,55,4
p31,0.602689,0.421882,0.0000,37,4
p32,2.865801,2.006061,0.0000,58,6
c33,7.041271,4.928890,0.0000,451,19
c34,3.211509,2.248056,0.0000,187,11
c35,2.821168,1.974818,0.0000,92,6
c36,6.167397,4.317178,0.0000,107,11
c37,8.399771,5.879840,0.0000,57,16
c38,5.712007,3.998405,0.0000,137,14
c39,11.262317,7.883622,0.0000,135,21
c40,5.662659,3.963861,0.0000,140,11
c41,9.971345,6.979942,0.0000,89,21
c42,4.661471,3.263030,0.0000,299,13
c43,1.926189,1.348332,0.0000,233,7
c44,2.294494,1.606146,0.0000,132,3
c45,6.636714,4.645700,0.0000,126,10
c46,2.315180,1.620626,0.0000,108,9
c47,2.901250,2.030875,0.0000,186,9
c48,9.674133,6.771893,0.0000,80,19
c49,4.582118,3.207483,0.0000,97,8
c50,1.285966,0.900177,0.0000,113,2
c51,4.397962,3.228574,0.5000,252,13
c52,0.831789,0.582252,0.0000,283,4
c53,6.057286,4.240100,0.0000,186,13
c54,6.710885,4.697619,0.0000,193,17
c55,7.451707,5.216195,0.0000,235,18
c56,0.677573,0.474301,0.0000,313,4
c57,17.870860,12.509602,0.0000,88,28
c58,2.668786,1.868150,0.0000,194,10
c59,0.746805,0.522764,0.0000,251,3
c60,13.049423,9.134596,0.0000,143,29
c61,3.791613,2.804129,0.5000,149,6
c62,1.289862,0.902904,0.0000,180,3
c63,10.905801,7.634061,0.0000,57,19
c64,4.549198,3.184439,0.0000,92,6
c65,8.207592,5.745314,0.0000,158,20
w66,3.230401,2.261281,0.0000,112,7
w67,1.455315,1.018721,0.0000,89,3
w68,1.247224,0.873057,0.0000,63,6
w69,1.452377,1.016664,0.0000,160,6
w70,1.432132,1.002493,0.0000,124,8
w71,2.203176,1.542223,0.0000,91,8
w72,0.813129,0.719190,0.5000,83,5
w73,5.374688,3.762281,0.0000,153,7
w74,5.962336,4.173635,0.0000,243,13
w75,1.069754,0.748828,0.0000,48,3
w76,3.607267,2.525087,0.0000,87,11
w77,2.103654,1.472558,0.0000,33,5
w78,3.788326,2.651828,0.0000,82,9
w79,0.536851,0.375796,0.0000,34,3
w80,2.030885,1.421619,0.0000,97,5
w81,0.953834,0.667684,0.0000,48,4
w82,0.480256,0.636180,1.0000,115,2
w83,5.282249,3.847575,0.5000,230,8
w84,2.340802,1.638562,0.0000,45,4
w85,0.790509,0.553357,0.0000,50,3
w86,1.021907,0.715335,0.0000,36,5
w87,0.194089,0.135862,0.0000,38,1
w88,2.486091,1.740264,0.0000,54,5
w89,0.155710,0.108997,0.0000,36,1
w90,0.798387,0.558871,0.0000,10,4
w91,1.355095,0.948566,0.0000,43,4
w92,0.797656,0.558359,0.0000,53,5
w93,1.261938,0.883357,0.0000,122,3
w94,0.929019,0.950314,1.0000,40,5
w95,1.454800,1.018360,0.0000,83,6
w96,3.853705,2.697594,0.0000,276,16
w97,1.307310,1.215117,1.0000,34,6
w98,4.759476,3.331633,0.0000,382,12
w99,1.337896,0.936527,0.0000,147,6
t100,10.140617,7.248432,0.5000,483,30
t101,6.865024,4.955517,0.5000,225,20
t102,7.780554,5.446388,0.0000,246,15
t103,6.489329,4.542531,0.0000,242,17
t104,2.516805,1.761763,0.0000,232,11
t105,3.726442,2.608509,0.0000,141,11
