node_id,work,score,connectivity,forwards,delivery_contributions
p0,2.314959,1.620471,0.0000,173,23
p1,2.260959,1.582671,0.0000,173,17
p2,1.435520,1.004864,0.0000,193,17
p3,1.027785,0.869449,0.5000,132,21
p4,1.467662,1.027363,0.0000,72,23
p5,1.300685,0.910479,0.0000,74,21
p6,2.401718,1.681202,0.0000,327,35
p7,0.960441,0.672309,0.0000,190,17
p8,0.280865,0.196606,0.0000,171,16
p9,5.100388,3.570271,0.0000,324,27
p10,0.308249,0.215774,0.0000,51,10
p11,3.745997,2.622198,0.0000,140,23
p12,2.127672,1.489370,0.0000,273,27
p13,0.450873,0.315611,0.0000,5,18
p14,2.501415,1.750990,0.0000,180,24
p15,3.116880,2.181816,0.0000,153,19
p16,1.546692,1.082684,0.0000,39,17
p17,4.914640,3.440248,0.0000,169,25
p18,3.535784,2.475049,0.0000,117,28
p19,0.743575,0.520503,0.0000,63,14
p20,0.941219,0.658853,0.0000,117,21
p21,2.829729,1.980810,0.0000,108,18
p22,1.608865,1.126206,0.0000,91,25
p23,0.945535,0.661875,0.0000,177,17
p24,0.914147,0.639903,0.0000,46,18
p25,0.368002,0.257602,0.0000,26,15
p26,0.945978,0.662185,0.0000,16,10
p27,0.664968,0.465478,0.0000,130,6
p28,0.482515,0.337761,0.0000,85,18
p29,2.166108,1.516275,0.0000,97,13
p30,1.410505,0.987353,0.0000,225,27
p31,1.528858,1.070201,0.0000,113,23
c32,10.504276,7.352993,0.0000,164,37
c33,7.840757,5.488530,0.0000,248,41
c34,3.524529,2.467170,0.0000,385,23
c35,1.856292,1.299405,0.0000,328,18
c36,5.873170,4.111219,0.0000,69,31
c37,3.845555,2.691889,0.0000,290,26
c38,7.062775,4.943943,0.0000,181,32
c39,6.572962,4.601074,0.0000,60,38
c40,6.025998,4.218198,0.0000,385,33
c41,4.083011,2.858108,0.0000,365,23
c42,5.903862,4.132703,0.0000,209,25
c43,9.997532,6.998273,0.0000,336,49
c44,6.111356,4.277949,0.0000,146,28
c45,4.872460,3.410722,0.0000,225,23
c46,8.108968,5.676278,0.0000,367,38
c47,1.706054,1.194237,0.0000,225,18
c48,5.723880,4.006716,0.0000,321,31
c49,6.507665,4.555366,0.0000,161,29
c50,11.807058,8.264941,0.0000,177,49
c51,1.466252,1.026376,0.0000,237,13
c52,4.060985,2.842689,0.0000,140,32
c53,7.850403,5.495282,0.0000,340,35
c54,7.936792,5.705755,0.5000,227,28
c55,6.776677,4.743674,0.0000,275,33
c56,3.083277,2.158294,0.0000,514,18
c57,5.263924,3.684747,0.0000,211,24
c58,6.056762,4.239733,0.0000,377,25
c59,0.847140,0.592998,0.0000,152,23
c60,2.139546,1.647682,0.5000,291,26
c61,1.220123,0.854086,0.0000,332,24
c62,2.557830,1.790481,0.0000,274,20
c63,3.022931,2.116052,0.0000,151,19
c64,3.850665,2.695466,0.0000,381,24
c65,5.908613,4.136029,0.0000,173,32
c66,5.717836,4.002485,0.0000,120,28
c67,2.416347,1.691443,0.0000,135,19
c68,2.212380,1.548666,0.0000,366,30
c69,1.277464,0.894225,0.0000,197,13
c70,8.479733,5.935813,0.0000,93,23
c71,3.418233,2.392763,0.0000,473,28
w72,3.711626,2.598138,0.0000,269,29
w73,1.831107,1.281775,0.0000,63,23
w74,1.897353,1.328147,0.0000,88,19
w75,1.952185,1.366529,0.0000,180,19
w76,0.746223,0.522356,0.0000,95,15
w77,1.461243,1.022870,0.0000,184,20
w78,0.731703,0.512192,0.0000,4,22
w79,0.793062,0.555143,0.0000,110,19
w80,1.706532,1.194572,0.0000,196,18
w81,0.561424,0.392997,0.0000,114,16
w82,1.000096,0.700067,0.0000,215,17
w83,1.996183,1.397328,0.0000,199,20
w84,1.213476,0.849434,0.0000,136,12
w85,0.129693,0.090785,0.0000,82,16
w86,2.511789,1.758252,0.0000,204,15
w87,0.366799,0.256759,0.0000,99,16
w88,2.829440,1.980608,0.0000,434,18
w89,1.232320,0.862624,0.0000,216,21
w90,0.832065,0.582445,0.0000,94,21
w91,1.096862,0.767803,0.0000,75,22
w92,3.137596,2.196317,0.0000,255,31
w93,0.388789,0.272152,0.0000,28,8
w94,1.750706,1.225495,0.0000,111,19
w95,2.757366,1.930156,0.0000,187,22
w96,1.105813,0.774069,0.0000,29,20
w97,4.149644,2.904751,0.0000,194,23
w98,2.064787,1.445351,0.0000,116,25
w99,1.008994,0.706296,0.0000,44,21
w100,2.869880,2.008916,0.0000,162,24
w101,0.525813,0.368069,0.0000,50,19
w102,0.350057,0.245040,0.0000,56,23
w103,0.936574,0.655602,0.0000,73,21
w104,0.610367,0.427257,0.0000,75,17
w105,0.092523,0.064766,0.0000,6,18
w106,3.014320,2.110024,0.0000,282,30
w107,1.032689,0.872883,0.5000,141,7
w108,2.485634,1.739943,0.0000,135,17
w109,3.383170,2.368219,0.0000,174,22
w110,0.197192,0.138034,0.0000,24,18
w111,2.276364,1.593455,0.0000,184,28
t112,7.899507,5.629655,0.3333,300,42
t113,18.966033,13.476223,0.6667,402,54
t114,3.426686,2.398680,0.0000,429,30
t115,9.033597,6.323518,0.0000,329,32
t116,1.685852,1.180097,0.0000,626,22
t117,8.587244,6.011071,0.0000,180,36
s118,2.449567,1.714697,0.0000,76,80
s119,0.497220,0.498054,0.5000,59,16
s120,5.797279,4.058095,0.0000,292,775
s121,9.226839,6.458787,0.0000,153,781
s122,5.145991,3.602194,0.0000,119,80
s123,2.921584,2.045109,0.0000,31,45
s124,0.651896,0.456327,0.0000,277,21
s125,4.402121,3.081485,0.0000,274,95
