time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.000000
300,0.985431
360,0.969495
420,0.969473
480,0.946338
540,0.887793
600,0.850382
660,0.819439
720,0.809255
780,0.785386
840,0.776644
900,0.760000
960,0.737324
1020,0.709447
1080,0.681993
1140,0.674357
1200,0.664216
1260,0.643279
1320,0.623171
1380,0.614777
1440,0.609636
1500,0.604951
1560,0.598601
1620,0.591977
1680,0.587889
1740,0.584278
1800,0.583240
1860,0.573760
1920,0.565880
1980,0.565791
2040,0.562114
2100,0.560200
2160,0.551144
2220,0.546660
2280,0.539983
2340,0.539189
2400,0.538693
2460,0.533024
2520,0.532765
2580,0.534418
2640,0.533867
2700,0.529861
2760,0.528990
2820,0.529937
2880,0.523724
2940,0.526208
3000,0.533263
3060,0.531956
3120,0.529828
3180,0.529622
3240,0.534009
3300,0.534473
3360,0.532828
3420,0.536483
3480,0.534181
3540,0.528460
