node_id,work,score,connectivity,forwards,delivery_contributions
p0,0.428158,0.299711,0.0000,67,4
p1,2.339341,1.637539,0.0000,108,6
p2,0.330598,0.231419,0.0000,243,2
p3,0.000000,0.000000,0.0000,3,0
p4,2.290511,1.603358,0.0000,447,5
p5,1.816834,1.271784,0.0000,66,7
p6,0.691192,0.483834,0.0000,107,3
p7,1.294110,0.905877,0.0000,266,8
p8,3.026309,2.118416,0.0000,84,7
p9,1.942873,1.360011,0.0000,400,10
p10,0.000000,0.000000,0.0000,45,0
p11,0.332169,0.232518,0.0000,60,3
p12,1.593341,1.115339,0.0000,40,5
p13,0.421411,0.294988,0.0000,41,2
p14,5.001581,3.501107,0.0000,284,10
p15,2.422710,1.695897,0.0000,169,9
p16,2.802921,1.962045,0.0000,92,11
p17,0.255389,0.178773,0.0000,109,2
p18,3.378125,2.364687,0.0000,273,13
p19,0.451179,0.315825,0.0000,55,3
p20,1.538920,1.077244,0.0000,93,5
p21,3.157129,2.209990,0.0000,262,8
p22,0.853123,0.597186,0.0000,56,4
p23,1.714842,1.200390,0.0000,56,6
p24,1.246945,0.872862,0.0000,191,3
p25,3.629688,2.540781,0.0000,241,10
p26,0.804452,0.563116,0.0000,29,5
p27,1.195255,0.836678,0.0000,122,4
p28,0.482882,0.338018,0.0000,7,2
p29,0.258251,0.180775,0.0000,133,2
p30,2.025017,1.417512,0.0000,47,4
p31,1.012765,0.708935,0.0000,132,9
p32,2.572150,1.800505,0.0000,116,7
p33,1.948929,1.364250,0.0000,201,8
p34,0.569279,0.398496,0.0000,18,3
p35,0.928007,0.949605,1.0000,124,7
p36,0.540938,0.378657,0.0000,215,6
p37,1.590472,1.113330,0.0000,84,7
p38,4.120612,2.884428,0.0000,279,12
p39,1.810554,1.267388,0.0000,93,7
c40,4.299166,3.009416,0.0000,338,13
c41,6.817531,4.772272,0.0000,159,15
c42,4.424499,3.097149,0.0000,330,14
c43,4.469473,3.128631,0.0000,320,11
c44,7.515404,5.260783,0.0000,320,17
c45,14.807638,10.365346,0.0000,225,23
c46,1.376153,0.963307,0.0000,241,6
c47,9.275439,6.492807,0.0000,250,21
c48,3.904966,2.733476,0.0000,165,10
c49,2.872537,2.010776,0.0000,237,8
c50,4.140780,2.898546,0.0000,179,15
c51,7.539593,5.277715,0.0000,195,21
c52,7.180538,5.026377,0.0000,111,19
c53,2.517537,1.762276,0.0000,256,7
c54,3.040282,2.128198,0.0000,374,10
c55,7.792128,5.454490,0.0000,283,19
c56,1.707158,1.195010,0.0000,277,9
c57,6.907131,4.834992,0.0000,246,14
c58,2.899357,2.029550,0.0000,399,11
c59,8.088378,5.661865,0.0000,309,19
c60,1.810561,1.267393,0.0000,250,10
c61,5.146478,3.602535,0.0000,287,14
c62,3.743294,2.620306,0.0000,241,13
c63,3.920383,2.744268,0.0000,195,11
c64,1.653520,1.157464,0.0000,255,11
c65,8.775627,6.142939,0.0000,212,17
c66,3.198293,2.238805,0.0000,250,12
c67,4.175877,2.923114,0.0000,368,13
c68,8.833408,6.183386,0.0000,210,16
c69,3.944955,2.761468,0.0000,254,10
c70,3.773347,2.641343,0.0000,372,18
c71,4.555503,3.188852,0.0000,221,14
c72,6.852719,4.796903,0.0000,344,24
c73,3.285363,2.299754,0.0000,325,14
c74,4.172520,2.920764,0.0000,195,13
c75,6.897667,4.828367,0.0000,259,23
c76,3.407749,2.385424,0.0000,234,10
c77,2.630629,1.841440,0.0000,515,14
c78,3.505722,2.454006,0.0000,186,11
c79,2.388279,1.821795,0.5000,559,9
w80,5.424996,3.797497,0.0000,352,16
w81,2.743688,1.920581,0.0000,192,6
w82,1.140034,0.798024,0.0000,255,4
w83,6.352078,4.446455,0.0000,301,13
w84,5.217226,3.652058,0.0000,181,11
w85,0.224261,0.156983,0.0000,34,2
w86,1.773855,1.241699,0.0000,71,6
w87,0.674059,0.471842,0.0000,213,3
w88,2.751326,1.925928,0.0000,307,7
w89,0.444496,0.311148,0.0000,125,3
w90,3.117197,2.182038,0.0000,202,9
w91,0.147849,0.103494,0.0000,106,2
w92,0.707277,0.495094,0.0000,18,3
w93,2.913328,2.039330,0.0000,247,7
w94,2.575851,1.803096,0.0000,171,6
w95,1.835957,1.285170,0.0000,317,6
w96,1.255698,0.878989,0.0000,76,4
w97,0.483005,0.338103,0.0000,180,2
w98,0.225757,0.158030,0.0000,6,1
w99,0.879957,0.615970,0.0000,66,5
w100,3.823481,2.676437,0.0000,309,11
w101,0.944909,0.661436,0.0000,86,3
w102,1.658881,1.161216,0.0000,217,5
w103,1.059871,0.741910,0.0000,98,3
w104,0.415044,0.290531,0.0000,41,2
w105,0.405879,0.284115,0.0000,107,4
w106,1.874290,1.312003,0.0000,70,7
w107,0.385473,0.269831,0.0000,24,2
w108,3.107606,2.175324,0.0000,305,11
w109,0.328699,0.230089,0.0000,10,1
w110,2.215668,1.550968,0.0000,109,6
w111,1.337345,0.936141,0.0000,37,5
w112,1.804445,1.263112,0.0000,373,6
w113,0.069084,0.048359,0.0000,64,1
w114,1.058281,0.740797,0.0000,43,3
w115,0.260380,0.182266,0.0000,14,2
w116,0.288764,0.202134,0.0000,72,2
w117,1.672605,1.170823,0.0000,150,8
w118,0.065608,0.195926,0.5000,87,2
w119,0.299081,0.209357,0.0000,102,3
t120,8.715449,6.200814,0.3333,492,23
t121,6.238883,4.467218,0.3333,433,17
t122,1.380207,0.966145,0.0000,467,6
t123,12.248056,8.573639,0.0000,241,23
t124,7.036262,5.075383,0.5000,348,22
t125,5.567523,3.897266,0.0000,236,13
