latency,hops,proof_bytes
145.20,2,256
254.40,6,768
107.90,4,512
261.40,3,384
214.00,3,384
218.20,2,256
276.60,3,384
356.40,5,640
170.00,2,256
244.70,2,256
361.90,5,640
215.70,2,256
495.30,3,384
401.60,4,512
443.40,4,512
402.10,5,640
230.20,3,384
373.50,1,128
441.10,4,512
218.20,2,256
359.20,4,512
435.30,5,640
169.80,7,896
408.20,2,256
3.30,1,128
310.50,6,768
722.30,3,384
492.90,5,640
392.80,2,256
563.90,6,768
376.00,4,512
583.30,6,768
457.70,4,512
771.30,4,512
749.90,2,256
635.10,5,640
434.30,5,640
332.50,2,256
812.10,5,640
58.50,3,384
805.20,2,256
620.30,2,256
626.50,3,384
169.10,2,256
638.50,5,640
695.80,4,512
177.00,2,256
352.10,2,256
1036.50,7,896
664.00,5,640
941.30,4,512
573.40,2,256
716.30,4,512
709.70,5,640
763.90,4,512
741.40,5,640
919.50,4,512
505.20,2,256
770.00,3,384
650.30,3,384
717.60,3,384
750.70,8,1024
448.70,1,128
680.30,4,512
214.30,1,128
1079.80,4,512
761.90,3,384
427.00,2,256
498.30,2,256
622.10,4,512
658.00,4,512
541.60,6,768
652.50,4,512
395.60,2,256
607.90,3,384
627.70,6,768
825.20,3,384
388.00,3,384
1119.70,7,896
177.70,2,256
472.00,6,768
398.70,5,640
63.30,2,256
483.00,4,512
1140.00,6,768
1068.10,6,768
317.40,2,256
1292.80,8,1024
294.10,3,384
511.70,3,384
1114.90,3,384
711.00,3,384
243.20,3,384
1173.20,6,768
1052.10,5,640
620.90,3,384
836.60,8,1024
352.30,4,512
480.00,3,384
741.20,8,1024
924.10,7,896
683.90,4,512
969.60,3,384
1149.30,3,384
964.20,4,512
767.30,3,384
1357.90,4,512
651.10,2,256
724.10,7,896
344.50,1,128
566.10,4,512
403.20,2,256
974.10,3,384
559.50,2,256
798.30,3,384
956.80,4,512
600.30,4,512
1330.50,5,640
698.30,1,128
1090.70,4,512
516.60,2,256
607.60,4,512
949.00,3,384
552.70,4,512
970.00,6,768
845.10,2,256
960.50,5,640
1103.50,6,768
934.80,6,768
622.40,4,512
773.10,3,384
1748.30,3,384
1474.00,5,640
244.10,2,256
903.60,7,896
1286.00,5,640
1252.70,3,384
710.30,3,384
643.20,5,640
285.40,4,512
794.50,4,512
282.10,2,256
1013.20,7,896
1135.80,7,896
1755.90,3,384
1434.60,6,768
164.20,2,256
292.10,2,256
1166.90,4,512
972.60,8,1024
1461.50,3,384
666.60,4,512
447.30,2,256
166.60,1,128
916.30,7,896
264.70,4,512
752.50,4,512
1749.20,4,512
429.60,3,384
944.60,6,768
1965.70,6,768
275.20,2,256
1293.90,7,896
669.80,4,512
859.90,4,512
907.60,3,384
850.70,4,512
74.70,1,128
1476.00,5,640
752.70,3,384
1150.70,3,384
251.00,2,256
813.40,4,512
609.30,5,640
639.40,3,384
1778.70,3,384
541.60,2,256
888.90,2,256
770.00,4,512
777.40,3,384
248.00,1,128
1312.50,3,384
336.50,2,256
1613.20,4,512
348.10,4,512
454.20,4,512
293.40,1,128
1155.90,3,384
828.60,4,512
230.30,3,384
1626.40,5,640
1155.90,1,128
1189.60,5,640
915.30,2,256
1460.40,4,512
309.50,1,128
857.30,7,896
1520.40,9,1152
440.40,2,256
487.80,2,256
219.20,2,256
846.90,1,128
484.10,2,256
792.30,2,256
802.30,4,512
1866.00,3,384
155.90,2,256
1465.50,3,384
1405.10,4,512
1141.50,5,640
636.80,2,256
259.30,1,128
594.30,1,128
1004.90,4,512
1211.00,4,512
