latency,hops,proof_bytes
127.40,4,512
138.20,1,128
256.30,2,256
12.10,1,128
168.90,1,128
193.70,3,384
313.10,1,128
240.50,4,512
253.60,3,384
318.70,5,640
459.70,1,128
49.90,2,256
348.50,2,256
249.90,1,128
152.90,2,256
558.50,2,256
487.90,2,256
62.80,1,128
610.70,6,768
640.40,3,384
176.30,1,128
304.70,2,256
721.80,2,256
613.30,5,640
778.30,7,896
741.70,3,384
872.40,3,384
743.30,3,384
597.40,3,384
430.90,2,256
673.20,3,384
385.00,1,128
472.50,2,256
819.30,9,1152
1077.70,4,512
1070.40,3,384
1114.00,6,768
796.10,3,384
677.40,3,384
1083.10,4,512
389.90,2,256
890.30,3,384
1069.40,4,512
873.70,3,384
1067.30,2,256
787.70,3,384
321.10,3,384
983.80,4,512
706.90,3,384
500.00,1,128
1170.90,4,512
843.20,4,512
405.00,5,640
1248.90,9,1152
1302.20,3,384
949.20,2,256
885.30,1,128
795.30,1,128
382.60,2,256
681.20,4,512
1000.30,3,384
1066.40,5,640
879.10,2,256
850.40,3,384
1060.40,1,128
50.60,2,256
1279.70,5,640
1228.70,4,512
1354.40,4,512
858.40,3,384
1132.70,3,384
759.40,4,512
1120.50,7,896
627.80,2,256
831.90,2,256
704.50,3,384
486.30,4,512
1388.40,3,384
786.00,3,384
1350.80,3,384
902.50,1,128
1486.80,2,256
705.50,1,128
675.40,5,640
993.40,4,512
1543.20,2,256
13.60,2,256
1238.10,3,384
750.60,1,128
1160.50,1,128
1084.60,4,512
807.90,3,384
1044.10,2,256
1239.20,2,256
940.10,2,256
1552.30,4,512
506.60,5,640
749.70,4,512
1273.90,3,384
170.40,2,256
475.90,2,256
748.50,1,128
319.30,1,128
1580.20,4,512
89.40,2,256
1741.30,5,640
861.50,3,384
342.70,1,128
32.20,1,128
1485.70,3,384
1087.50,2,256
1590.70,3,384
1261.80,2,256
1409.90,3,384
1265.50,1,128
1017.80,4,512
1286.00,2,256
1205.20,4,512
704.70,2,256
876.60,2,256
1753.20,7,896
2076.70,4,512
484.00,4,512
1378.90,2,256
2057.50,5,640
651.60,2,256
1937.70,5,640
1542.50,6,768
455.10,2,256
1062.20,4,512
1389.80,1,128
1968.90,4,512
442.00,2,256
1881.10,5,640
853.10,3,384
875.10,2,256
1031.90,4,512
1295.50,3,384
1458.60,4,512
2148.30,5,640
929.70,2,256
1076.20,5,640
564.30,1,128
1133.40,2,256
110.10,1,128
2001.70,5,640
145.80,2,256
1044.20,4,512
1538.30,7,896
1532.40,2,256
1715.50,6,768
1612.60,3,384
2054.70,4,512
1212.80,3,384
1153.30,2,256
312.10,2,256
1319.20,2,256
2057.00,3,384
1263.70,3,384
1806.00,2,256
1242.10,4,512
935.10,2,256
1015.20,3,384
806.40,3,384
699.00,2,256
937.20,2,256
2072.80,4,512
1130.00,2,256
38.30,2,256
2547.30,4,512
1252.90,2,256
2075.70,5,640
1627.80,3,384
1257.90,3,384
895.80,2,256
1524.90,2,256
2263.50,2,256
1254.60,2,256
1806.70,3,384
1924.90,4,512
1320.10,3,384
1861.30,3,384
1706.40,3,384
1752.50,3,384
1903.60,7,896
1394.70,3,384
2045.80,4,512
1179.10,2,256
1255.10,4,512
2138.70,4,512
1604.60,3,384
1360.70,3,384
1744.80,2,256
1120.00,4,512
65.80,1,128
1135.50,4,512
896.80,2,256
1474.60,1,128
1673.80,2,256
2237.50,5,640
2178.30,6,768
1079.40,1,128
228.50,1,128
1548.10,2,256
1054.60,3,384
1587.60,2,256
1077.70,2,256
1220.10,3,384
1488.70,4,512
782.10,2,256
655.60,4,512
610.00,2,256
484.20,2,256
1772.30,5,640
1047.80,3,384
2887.80,3,384
2666.80,2,256
1436.50,3,384
1289.90,2,256
1989.00,3,384
2671.50,2,256
278.20,2,256
1655.30,4,512
1200.40,2,256
1948.90,7,896
2676.00,3,384
373.10,2,256
1511.20,4,512
2511.10,5,640
2104.20,3,384
1788.40,3,384
2844.20,2,256
1874.30,2,256
1064.10,2,256
604.30,1,128
1380.10,6,768
1461.20,2,256
1106.00,3,384
1881.60,3,384
2506.80,3,384
2043.20,5,640
1267.40,4,512
2045.80,3,384
881.80,2,256
1742.30,3,384
819.90,3,384
2220.00,3,384
1598.90,2,256
1560.00,2,256
1577.10,4,512
617.90,3,384
2422.30,3,384
1319.40,2,256
2855.50,3,384
1001.70,1,128
641.80,3,384
1418.00,5,640
2076.10,5,640
937.00,3,384
1635.60,3,384
2672.10,3,384
556.50,2,256
562.00,3,384
1674.80,4,512
2730.50,3,384
377.40,2,256
2019.90,1,128
890.00,1,128
828.10,2,256
1293.00,3,384
1986.60,3,384
698.20,2,256
2909.60,2,256
880.70,1,128
2227.80,4,512
795.90,5,640
2088.50,2,256
1527.00,3,384
962.50,2,256
1929.90,4,512
2354.00,1,128
2741.50,4,512
2207.90,3,384
2748.30,3,384
2676.50,5,640
540.90,2,256
1683.60,3,384
1526.60,4,512
1738.70,2,256
