node_id,work,score,connectivity,forwards,delivery_contributions
p0,1.988186,1.391731,0.0000,26,27
p1,2.297149,1.608004,0.0000,42,37
p2,1.450061,1.015043,0.0000,97,32
p3,1.382208,0.967546,0.0000,121,29
p4,1.959514,1.371659,0.0000,128,30
p5,3.225758,2.408031,0.5000,222,31
p6,0.926692,0.648685,0.0000,66,21
p7,0.980059,0.686042,0.0000,47,31
p8,0.152937,0.107056,0.0000,58,26
p9,2.627364,1.839154,0.0000,141,23
p10,1.030373,0.721261,0.0000,50,30
p11,0.521722,0.365206,0.0000,122,34
p12,1.495053,1.046537,0.0000,142,30
p13,2.024713,1.417299,0.0000,253,28
p14,0.583214,0.408250,0.0000,9,28
p15,7.431820,5.202274,0.0000,358,52
p16,1.029932,0.720953,0.0000,217,33
p17,0.723353,0.506347,0.0000,87,36
p18,3.065673,2.145971,0.0000,109,31
p19,1.645804,1.152062,0.0000,30,28
p20,1.710068,1.197048,0.0000,82,30
p21,2.287608,1.601326,0.0000,114,34
p22,0.419278,0.293495,0.0000,13,21
p23,6.102257,4.271580,0.0000,85,35
p24,8.245854,5.772097,0.0000,239,48
p25,1.565862,1.096104,0.0000,89,31
p26,2.698739,1.889118,0.0000,149,30
p27,2.679270,1.875489,0.0000,236,43
p28,0.605259,0.423681,0.0000,66,23
p29,2.105582,1.473907,0.0000,126,26
p30,3.903726,2.732608,0.0000,224,35
p31,8.367926,5.857548,0.0000,173,40
c32,8.187392,5.881174,0.5000,115,38
c33,8.619188,6.033431,0.0000,132,29
c34,9.499049,6.649334,0.0000,221,48
c35,9.179447,6.425613,0.0000,268,38
c36,4.868366,3.407856,0.0000,180,43
c37,6.831393,4.781975,0.0000,339,52
c38,1.589673,1.112771,0.0000,195,29
c39,3.758466,2.630926,0.0000,178,41
c40,4.521347,3.164943,0.0000,240,37
c41,9.689279,6.782496,0.0000,206,45
c42,6.163747,4.314623,0.0000,244,37
c43,1.142549,0.799784,0.0000,222,29
c44,6.694502,4.686151,0.0000,160,31
c45,4.030084,2.821059,0.0000,166,32
c46,6.165174,4.315622,0.0000,366,53
c47,6.776271,4.743390,0.0000,353,46
c48,7.867557,5.507290,0.0000,318,47
c49,1.261310,0.882917,0.0000,176,30
c50,8.341545,5.839081,0.0000,261,45
c51,4.320069,3.224048,0.6667,233,35
c52,2.011971,1.408380,0.0000,227,35
c53,5.693842,3.985689,0.0000,240,35
c54,5.299512,3.709658,0.0000,193,29
c55,2.599735,1.819814,0.0000,242,27
c56,1.393271,0.975290,0.0000,208,24
c57,6.594679,4.616275,0.0000,209,36
c58,8.984550,6.289185,0.0000,461,49
c59,3.926093,2.748265,0.0000,373,38
c60,6.661355,4.662948,0.0000,166,46
c61,3.742180,2.619526,0.0000,276,34
c62,1.771664,1.240164,0.0000,263,34
c63,6.564458,4.595120,0.0000,214,44
c64,5.365714,3.756000,0.0000,303,41
c65,12.744361,8.921053,0.0000,430,48
c66,7.397237,5.178066,0.0000,249,52
c67,4.231867,2.962307,0.0000,201,34
c68,8.498661,5.949062,0.0000,217,54
c69,8.579441,6.005609,0.0000,337,54
c70,1.654679,1.158275,0.0000,273,28
c71,12.631470,8.842029,0.0000,162,31
w72,1.424875,0.997413,0.0000,54,25
w73,1.899825,1.329877,0.0000,50,25
w74,1.945976,1.362183,0.0000,21,29
w75,5.262617,3.683832,0.0000,252,37
w76,0.203573,0.142501,0.0000,100,20
w77,2.195820,1.537074,0.0000,93,30
w78,2.166005,1.516203,0.0000,146,28
w79,2.691207,1.883845,0.0000,576,43
w80,1.226394,0.858476,0.0000,82,33
w81,2.316456,1.621519,0.0000,288,33
w82,0.193272,0.135290,0.0000,30,23
w83,0.456042,0.319229,0.0000,108,27
w84,2.101201,1.470841,0.0000,313,33
w85,2.077057,1.453940,0.0000,202,29
w86,0.719532,0.703672,0.6667,64,24
w87,0.270900,0.189630,0.0000,26,17
w88,0.906065,0.634246,0.0000,193,25
w89,2.167476,1.517233,0.0000,61,39
w90,0.468289,0.327803,0.0000,131,29
w91,0.685078,0.479555,0.0000,57,29
w92,3.140371,2.198260,0.0000,276,39
w93,0.128004,0.089603,0.0000,182,19
w94,0.798298,0.558809,0.0000,26,29
w95,0.605837,0.424086,0.0000,56,24
w96,0.968797,0.678158,0.0000,77,38
w97,4.776830,3.643781,1.0000,293,41
w98,0.994782,0.696347,0.0000,63,29
w99,0.744205,0.620943,0.3333,151,29
w100,3.168314,2.217820,0.0000,346,42
w101,0.509383,0.356568,0.0000,37,29
w102,0.271780,0.190246,0.0000,28,34
w103,0.150718,0.255503,0.5000,38,28
w104,0.431874,0.302312,0.0000,137,23
w105,1.041985,0.729389,0.0000,35,25
w106,2.398664,1.679064,0.0000,121,35
w107,2.047962,1.433573,0.0000,193,26
w108,5.596219,3.917353,0.0000,182,37
w109,0.755691,0.528983,0.0000,80,22
w110,1.364452,0.955116,0.0000,91,27
w111,1.355760,0.949032,0.0000,275,41
t112,7.806173,5.664321,0.6667,615,42
t113,9.015772,6.411040,0.3333,314,54
t114,1.627962,1.139574,0.0000,315,33
t115,2.239277,1.567494,0.0000,264,21
t116,2.718215,1.902751,0.0000,504,42
t117,8.796189,6.157332,0.0000,320,44
s118,2.709951,1.896966,0.0000,111,241
s119,5.653674,3.957572,0.0000,280,243
s120,6.820781,4.774547,0.0000,100,514
s121,0.954662,0.668264,0.0000,170,125
s122,4.023018,2.816113,0.0000,179,408
s123,7.969087,5.578361,0.0000,40,333
s124,13.420226,9.394158,0.0000,147,1327
s125,2.280921,1.596645,0.0000,62,81
