latency,hops,proof_bytes
319.60,3,384
309.20,2,256
364.90,4,512
209.40,2,256
209.70,2,256
309.50,4,512
405.20,2,256
515.80,1,128
180.10,5,640
419.30,2,256
344.20,4,512
399.00,2,256
447.30,6,768
572.30,5,640
629.20,3,384
640.30,5,640
619.40,6,768
544.70,6,768
623.40,6,768
253.00,2,256
342.90,5,640
632.90,6,768
341.60,6,768
575.50,5,640
784.10,4,512
691.80,3,384
66.70,1,128
804.10,7,896
682.00,4,512
751.20,6,768
797.20,5,640
615.10,3,384
591.00,9,1152
48.80,1,128
638.30,3,384
582.90,2,256
497.50,3,384
423.10,4,512
581.50,3,384
937.50,5,640
619.60,4,512
811.90,5,640
335.60,3,384
513.20,4,512
379.10,2,256
299.20,2,256
517.00,4,512
632.30,4,512
411.20,5,640
923.50,6,768
828.80,4,512
767.00,6,768
670.10,3,384
455.10,3,384
961.50,4,512
183.70,1,128
353.90,4,512
43.20,1,128
534.10,5,640
338.80,3,384
734.90,4,512
256.60,1,128
98.00,2,256
414.40,2,256
1062.10,7,896
879.50,3,384
87.00,1,128
901.60,3,384
578.70,2,256
881.00,7,896
617.80,1,128
782.50,6,768
1124.60,2,256
572.90,4,512
600.60,2,256
985.20,2,256
767.70,4,512
1065.30,4,512
994.60,6,768
478.70,2,256
686.80,5,640
466.00,3,384
812.90,5,640
342.30,6,768
612.00,6,768
257.10,1,128
1062.30,2,256
1243.80,4,512
832.50,3,384
396.00,3,384
1138.70,2,256
1112.80,4,512
425.80,3,384
1202.90,6,768
322.90,5,640
1191.00,2,256
643.80,3,384
1200.30,4,512
1418.30,5,640
1001.90,5,640
588.80,1,128
319.60,4,512
1068.10,7,896
1169.40,5,640
1275.60,4,512
995.30,7,896
589.00,5,640
1207.50,3,384
852.30,4,512
1080.70,6,768
733.20,3,384
1042.10,3,384
1055.60,7,896
806.80,4,512
804.20,5,640
734.70,3,384
897.30,2,256
1203.10,7,896
1195.70,4,512
1048.50,5,640
699.60,2,256
808.90,5,640
837.00,5,640
575.30,3,384
1357.90,7,896
843.80,2,256
361.40,1,128
541.10,5,640
988.60,4,512
1485.70,2,256
1136.80,7,896
950.90,6,768
289.80,2,256
713.90,2,256
1015.90,2,256
1674.00,3,384
706.90,1,128
1309.50,6,768
432.00,2,256
1095.60,9,1152
1442.20,1,128
761.10,3,384
1063.40,2,256
1917.30,2,256
159.60,1,128
1029.70,2,256
760.40,2,256
1840.20,4,512
345.60,2,256
1609.00,2,256
1026.60,3,384
1013.60,2,256
927.80,6,768
1275.20,3,384
917.30,4,512
986.80,4,512
724.60,1,128
678.20,3,384
781.30,3,384
1449.90,7,896
355.50,1,128
1545.60,5,640
763.90,3,384
1579.60,4,512
920.70,4,512
1025.80,3,384
1991.90,5,640
783.00,5,640
700.10,7,896
922.00,3,384
1184.90,2,256
772.60,3,384
659.90,3,384
1694.10,10,1280
1673.30,7,896
1010.30,2,256
1930.20,6,768
505.90,3,384
449.70,2,256
1382.30,4,512
645.50,3,384
419.00,1,128
829.30,5,640
1214.20,4,512
982.30,4,512
1324.40,2,256
1549.60,3,384
867.10,4,512
357.60,2,256
1694.10,4,512
290.20,3,384
1397.60,4,512
1273.90,4,512
1962.30,6,768
1555.40,3,384
1239.50,6,768
1747.00,3,384
1786.10,2,256
747.00,3,384
222.10,2,256
705.00,2,256
28.20,1,128
56.10,1,128
1211.50,5,640
922.10,3,384
835.50,5,640
2395.60,2,256
51.10,2,256
155.90,1,128
1516.90,5,640
1107.20,3,384
1068.30,3,384
675.40,3,384
1164.30,5,640
2471.70,4,512
1272.60,2,256
1190.90,2,256
1757.20,1,128
813.00,2,256
2416.90,8,1024
909.10,7,896
287.00,2,256
1416.80,5,640
1611.30,5,640
369.40,2,256
2303.60,3,384
1399.90,5,640
1322.00,3,384
1212.90,3,384
1362.20,6,768
2166.30,1,128
1880.20,3,384
2218.30,1,128
1488.80,6,768
1670.30,3,384
1610.30,4,512
1055.20,2,256
1471.70,3,384
2216.00,4,512
2526.60,6,768
1517.70,5,640
1957.50,6,768
1074.70,3,384
888.90,3,384
363.00,2,256
1486.10,4,512
1150.10,4,512
746.70,2,256
1120.10,4,512
439.20,4,512
1770.90,4,512
931.00,2,256
1867.30,6,768
662.60,4,512
906.60,1,128
563.70,3,384
734.70,2,256
1377.70,3,384
1464.40,7,896
983.80,1,128
378.10,2,256
1138.50,5,640
1277.10,5,640
1393.40,5,640
231.50,3,384
156.40,2,256
1812.40,3,384
976.10,3,384
878.00,2,256
1386.90,4,512
1179.40,3,384
2065.20,5,640
1580.20,4,512
1875.90,1,128
1808.00,4,512
1526.20,3,384
2867.20,3,384
1116.40,7,896
1637.50,5,640
1650.60,2,256
1104.90,2,256
1166.00,3,384
942.90,2,256
915.10,2,256
1615.20,3,384
1021.20,2,256
962.50,2,256
2054.10,1,128
1551.00,5,640
2445.40,5,640
1703.40,3,384
1093.20,3,384
1898.30,3,384
1580.30,4,512
482.20,3,384
737.40,2,256
2650.50,5,640
1443.50,6,768
1170.70,2,256
282.80,2,256
1760.70,6,768
512.10,2,256
1215.00,6,768
980.80,3,384
509.90,1,128
821.30,3,384
873.00,2,256
1263.80,5,640
1463.90,5,640
3436.00,8,1024
1229.20,6,768
1554.90,4,512
450.10,3,384
1450.20,4,512
986.50,3,384
1364.60,3,384
2855.50,5,640
2004.60,6,768
