node_id,work,score,connectivity,forwards,delivery_contributions
p0,1.700439,1.190307,0.0000,205,6
p1,2.003764,1.402635,0.0000,64,4
p2,2.381685,1.667179,0.0000,116,5
p3,0.919602,0.643721,0.0000,77,5
p4,0.720116,0.504081,0.0000,100,3
p5,0.902050,0.631435,0.0000,198,4
p6,3.407445,2.385212,0.0000,310,7
p7,4.886169,3.420318,0.0000,125,12
p8,0.093798,0.065659,0.0000,20,1
p9,5.346210,3.742347,0.0000,242,12
p10,1.536117,1.075282,0.0000,146,10
p11,0.991040,0.693728,0.0000,61,2
p12,1.079838,0.755887,0.0000,87,7
p13,3.285241,2.299669,0.0000,203,9
p14,0.000000,0.000000,0.0000,29,0
p15,6.958078,4.870655,0.0000,422,19
p16,2.335453,1.634817,0.0000,41,6
p17,1.369727,0.958809,0.0000,41,4
p18,4.364694,3.055285,0.0000,145,7
p19,0.284435,0.199104,0.0000,84,3
p20,0.955796,0.669057,0.0000,76,3
p21,3.019855,2.113898,0.0000,205,8
p22,1.482538,1.037776,0.0000,98,4
p23,6.635305,4.644714,0.0000,264,19
p24,0.877786,0.614450,0.0000,125,5
p25,4.764403,3.335082,0.0000,107,9
p26,2.719600,1.903720,0.0000,102,8
p27,1.540801,1.078560,0.0000,181,5
p28,0.559502,0.391651,0.0000,79,2
p29,2.046974,1.432882,0.0000,113,6
p30,1.662516,1.163761,0.0000,143,5
p31,7.535480,5.274836,0.0000,173,15
p32,0.458458,0.320921,0.0000,26,3
p33,6.349703,4.444792,0.0000,334,15
p34,4.507752,3.155427,0.0000,156,8
p35,0.957981,0.670586,0.0000,158,3
p36,1.967629,1.377341,0.0000,89,9
p37,3.072472,2.150730,0.0000,132,8
p38,0.306620,0.214634,0.0000,59,1
p39,1.614104,1.129873,0.0000,168,5
c40,8.920582,6.244408,0.0000,103,13
c41,6.329423,4.430596,0.0000,175,13
c42,1.911860,1.338302,0.0000,139,8
c43,7.443281,5.210297,0.0000,302,20
c44,5.681336,4.126935,0.5000,343,13
c45,4.439268,3.107487,0.0000,203,10
c46,3.685162,2.579613,0.0000,424,9
c47,1.989998,1.542999,0.5000,314,6
c48,8.024123,5.616886,0.0000,331,14
c49,4.587935,3.211555,0.0000,290,15
c50,5.963956,4.174769,0.0000,278,16
c51,4.638204,3.246743,0.0000,273,9
c52,7.010396,4.907277,0.0000,255,18
c53,1.036598,0.725619,0.0000,166,4
c54,1.769372,1.238560,0.0000,289,9
c55,10.308397,7.215878,0.0000,153,18
c56,2.243494,1.570446,0.0000,179,7
c57,5.720036,4.154025,0.5000,285,15
c58,9.873880,6.911716,0.0000,383,20
c59,3.262109,2.283477,0.0000,317,11
c60,6.618094,4.632665,0.0000,177,17
c61,5.452252,3.816577,0.0000,380,16
c62,3.515145,2.460602,0.0000,250,6
c63,7.660559,5.362392,0.0000,178,20
c64,3.708875,2.596212,0.0000,190,10
c65,4.429008,3.100306,0.0000,328,16
c66,1.452628,1.016839,0.0000,260,10
c67,7.847775,5.493443,0.0000,354,19
c68,6.446992,4.512895,0.0000,265,17
c69,2.841400,1.988980,0.0000,304,9
c70,5.053606,3.537524,0.0000,321,13
c71,6.727211,4.709047,0.0000,163,15
c72,1.818823,1.273176,0.0000,269,7
c73,4.819086,3.373360,0.0000,209,13
c74,8.442156,5.909509,0.0000,251,13
c75,4.486514,3.140560,0.0000,404,15
c76,1.924397,1.347078,0.0000,255,4
c77,5.033905,3.523733,0.0000,294,15
c78,0.268078,0.187655,0.0000,90,2
c79,1.550839,1.085587,0.0000,288,9
w80,2.230073,1.561051,0.0000,175,8
w81,0.925473,0.647831,0.0000,31,4
w82,0.550096,0.385067,0.0000,33,3
w83,3.636633,2.545643,0.0000,411,11
w84,0.552591,0.386814,0.0000,104,3
w85,1.244017,0.870812,0.0000,198,7
w86,3.027801,2.119460,0.0000,135,6
w87,1.271324,0.889927,0.0000,70,4
w88,3.985183,2.939628,0.5000,309,12
w89,1.576148,1.103303,0.0000,57,4
w90,1.325012,1.077509,0.5000,140,4
w91,0.065799,0.046059,0.0000,17,1
w92,4.082787,2.857951,0.0000,202,11
w93,2.296516,1.607561,0.0000,226,8
w94,1.730219,1.211153,0.0000,231,3
w95,0.616214,0.431350,0.0000,105,4
w96,3.120832,2.184582,0.0000,288,7
w97,1.538615,1.077030,0.0000,150,5
w98,1.594948,1.116464,0.0000,78,6
w99,3.052464,2.136725,0.0000,220,9
w100,0.926619,0.648633,0.0000,203,3
w101,0.149061,0.104343,0.0000,131,2
w102,0.156228,0.109360,0.0000,85,1
w103,0.186133,0.130293,0.0000,40,1
w104,3.452431,2.416701,0.0000,499,13
w105,1.314578,0.920205,0.0000,185,5
w106,0.462227,0.623559,1.0000,157,5
w107,0.731757,0.512230,0.0000,74,3
w108,0.090844,0.063591,0.0000,95,1
w109,0.000380,0.000266,0.0000,39,1
w110,0.246771,0.172740,0.0000,17,1
w111,0.908035,0.635624,0.0000,153,4
w112,1.231104,0.861773,0.0000,178,5
w113,0.995012,0.696509,0.0000,50,1
w114,1.390801,0.973561,0.0000,165,4
w115,1.112760,0.778932,0.0000,204,5
w116,0.320904,0.224633,0.0000,67,1
w117,4.347082,3.042957,0.0000,347,11
w118,1.446942,1.012860,0.0000,319,4
w119,0.527009,0.368906,0.0000,222,3
t120,12.825844,9.078091,0.3333,222,22
t121,8.501443,6.051010,0.3333,373,27
t122,7.762132,5.433492,0.0000,401,17
t123,3.954351,2.768046,0.0000,480,17
t124,21.361602,14.953121,0.0000,140,29
t125,5.732460,4.012722,0.0000,465,16
