latency,hops,proof_bytes
141.30,2,256
207.40,2,256
396.80,4,512
357.30,4,512
444.80,5,640
423.80,2,256
274.00,2,256
477.20,5,640
386.30,3,384
318.00,2,256
423.60,2,256
320.90,3,384
291.40,4,512
660.50,3,384
367.80,2,256
344.80,1,128
451.70,4,512
517.80,1,128
606.00,3,384
455.00,5,640
654.10,3,384
376.00,2,256
789.20,5,640
456.70,1,128
518.30,1,128
759.90,6,768
795.70,2,256
818.10,6,768
953.40,4,512
573.90,3,384
758.10,3,384
369.90,3,384
347.40,1,128
1076.90,5,640
880.00,4,512
604.90,2,256
563.00,4,512
1046.50,5,640
776.60,2,256
402.60,3,384
1006.90,3,384
362.30,5,640
1260.10,7,896
407.20,2,256
1235.30,3,384
504.60,2,256
748.70,4,512
700.00,2,256
1111.70,2,256
175.90,1,128
764.50,5,640
1166.80,5,640
1110.20,2,256
811.00,5,640
1096.10,7,896
1323.00,1,128
1210.30,4,512
40.00,1,128
1169.00,2,256
1098.00,2,256
24.90,1,128
1456.20,6,768
1150.30,7,896
738.30,3,384
858.80,5,640
672.90,3,384
940.30,2,256
1335.30,3,384
601.60,2,256
821.70,3,384
1231.50,1,128
1502.50,4,512
1205.10,5,640
612.00,4,512
1009.80,2,256
1059.90,5,640
1215.40,3,384
554.60,2,256
524.20,1,128
782.90,2,256
919.90,2,256
824.70,3,384
679.60,2,256
523.70,3,384
1757.30,4,512
659.00,4,512
1513.60,10,1280
1780.20,2,256
473.40,3,384
1752.30,3,384
1499.00,4,512
1431.20,4,512
1703.50,5,640
1398.90,4,512
1337.50,2,256
1459.30,3,384
1316.00,1,128
1256.10,3,384
103.00,2,256
1380.90,5,640
282.00,1,128
1337.80,5,640
857.80,3,384
1827.90,5,640
1232.30,4,512
1075.40,3,384
1192.50,3,384
588.30,2,256
1369.50,3,384
283.40,2,256
1132.70,1,128
1403.80,3,384
1835.30,5,640
893.60,4,512
1146.70,4,512
1779.80,6,768
593.00,3,384
1172.10,4,512
1533.70,4,512
336.70,3,384
1403.30,2,256
1129.70,2,256
1484.00,7,896
1773.20,5,640
1929.70,3,384
1678.00,3,384
251.70,1,128
1012.80,1,128
1948.40,5,640
1793.50,3,384
611.80,1,128
773.20,4,512
1546.00,4,512
1513.90,6,768
1434.00,7,896
375.20,2,256
885.70,2,256
655.20,3,384
1749.60,5,640
2062.70,3,384
680.50,1,128
2173.90,6,768
1693.60,3,384
47.30,1,128
1403.80,3,384
1204.10,5,640
964.10,1,128
2394.70,3,384
142.30,1,128
1413.40,3,384
58.20,1,128
1374.10,1,128
912.20,2,256
1560.10,4,512
959.50,2,256
555.60,3,384
1761.00,3,384
2338.30,5,640
772.40,3,384
177.70,1,128
387.60,2,256
641.00,4,512
988.90,1,128
1596.30,5,640
420.90,2,256
1311.70,2,256
741.30,4,512
1575.90,2,256
924.80,2,256
2313.90,8,1024
982.50,2,256
1760.60,3,384
306.60,3,384
2554.50,2,256
2079.40,2,256
573.00,2,256
2594.70,3,384
411.50,3,384
1949.30,3,384
1613.00,4,512
1577.80,2,256
1726.00,3,384
1706.20,4,512
605.60,2,256
981.70,1,128
2528.80,2,256
1450.30,3,384
1453.40,3,384
2335.00,3,384
2609.10,5,640
1712.50,4,512
1379.70,3,384
548.20,3,384
2403.30,6,768
948.80,3,384
638.00,3,384
1568.40,5,640
2191.30,3,384
2669.10,2,256
1350.00,1,128
1731.40,1,128
2536.60,3,384
402.50,2,256
1256.10,2,256
1162.20,2,256
2086.90,3,384
1407.70,5,640
2313.00,5,640
1118.90,3,384
2450.60,3,384
1184.30,2,256
1517.80,5,640
2417.50,3,384
1779.10,3,384
37.00,1,128
1715.10,3,384
1702.10,3,384
1589.60,2,256
1263.70,1,128
1260.60,2,256
1181.50,2,256
1655.60,2,256
2249.30,4,512
1870.40,4,512
670.60,1,128
832.10,4,512
2144.80,4,512
965.90,3,384
1970.00,3,384
1224.60,3,384
2545.90,3,384
2082.40,1,128
0.20,2,256
301.20,2,256
391.80,2,256
1862.30,1,128
365.90,1,128
365.70,2,256
823.00,2,256
1125.50,1,128
2806.50,3,384
684.60,2,256
1965.90,4,512
1456.00,4,512
1278.20,1,128
1544.90,2,256
2666.10,2,256
929.50,3,384
1454.60,2,256
717.70,2,256
1161.50,4,512
1900.30,4,512
88.50,1,128
910.70,2,256
611.00,3,384
1924.20,3,384
3036.20,4,512
2126.30,4,512
2186.40,3,384
3208.50,6,768
532.70,2,256
2073.80,3,384
368.90,2,256
1208.10,2,256
1363.60,2,256
632.90,2,256
1903.10,5,640
1996.90,5,640
1324.70,3,384
660.30,2,256
1928.00,3,384
835.70,4,512
2348.00,4,512
2041.10,2,256
1177.10,3,384
1351.20,2,256
