node_id,work,score,connectivity,forwards,delivery_contributions
p0,5.125801,3.588061,0.0000,157,9
p1,1.042501,0.729750,0.0000,177,5
p2,0.245050,0.171535,0.0000,325,1
p3,1.355946,0.949162,0.0000,91,3
p4,0.400833,0.280583,0.0000,65,3
p5,0.548703,0.384092,0.0000,49,2
p6,0.244560,0.171192,0.0000,44,1
p7,3.717003,2.601902,0.0000,47,6
p8,0.000000,0.000000,0.0000,1,0
p9,1.818033,1.272623,0.0000,180,7
p10,1.974882,1.382417,0.0000,336,7
p11,0.969032,0.678322,0.0000,58,5
p12,2.556485,1.789540,0.0000,587,13
p13,0.525482,0.367837,0.0000,29,3
p14,2.290351,1.603246,0.0000,112,8
p15,4.664328,3.265029,0.0000,323,15
p16,3.692412,2.584688,0.0000,363,12
p17,2.622777,1.835944,0.0000,198,11
p18,2.378528,1.664970,0.0000,243,8
p19,0.898645,0.629052,0.0000,40,5
p20,0.232292,0.162605,0.0000,37,2
p21,1.152427,0.806699,0.0000,47,2
p22,1.426012,0.998208,0.0000,160,6
p23,2.099281,1.469497,0.0000,95,6
p24,3.251561,2.426093,0.5000,162,11
p25,0.971019,0.679714,0.0000,34,2
p26,0.143887,0.100721,0.0000,74,2
p27,1.133857,0.793700,0.0000,321,5
p28,1.753960,1.227772,0.0000,141,7
p29,0.303408,0.362385,0.5000,131,2
p30,3.775200,2.642640,0.0000,112,6
p31,3.722584,2.605809,0.0000,288,12
p32,0.136921,0.095844,0.0000,18,2
p33,1.896270,1.327389,0.0000,266,4
p34,1.270460,0.889322,0.0000,201,5
p35,1.886906,1.320835,0.0000,93,7
p36,3.055498,2.138848,0.0000,312,8
p37,2.551681,1.786177,0.0000,190,10
p38,1.202889,0.842023,0.0000,33,2
p39,0.558541,0.390978,0.0000,123,4
c40,0.420689,0.294482,0.0000,164,3
c41,5.522931,3.866052,0.0000,189,8
c42,12.039580,8.427706,0.0000,228,24
c43,6.278809,4.545166,0.5000,291,16
c44,2.347969,1.643578,0.0000,352,5
c45,6.956486,4.869540,0.0000,171,16
c46,3.825424,2.677797,0.0000,209,8
c47,8.649735,6.054814,0.0000,132,15
c48,3.038742,2.127119,0.0000,316,12
c49,7.555488,5.288842,0.0000,251,21
c50,4.557879,3.190515,0.0000,237,18
c51,5.781931,4.047352,0.0000,312,20
c52,5.462730,3.823911,0.0000,248,14
c53,3.502748,2.451923,0.0000,161,7
c54,4.351516,3.046061,0.0000,118,9
c55,4.713398,3.299379,0.0000,383,17
c56,3.581786,2.507250,0.0000,404,15
c57,3.767796,2.787457,0.5000,488,11
c58,2.150834,1.505584,0.0000,196,9
c59,5.470680,3.829476,0.0000,198,10
c60,3.460498,2.422349,0.0000,190,9
c61,6.062610,4.243827,0.0000,501,16
c62,0.644286,0.451000,0.0000,174,5
c63,4.019627,2.813739,0.0000,186,9
c64,13.084934,9.159454,0.0000,143,22
c65,6.516745,4.561722,0.0000,108,11
c66,6.168539,4.317978,0.0000,231,12
c67,1.474302,1.032011,0.0000,305,6
c68,1.061013,0.742709,0.0000,201,3
c69,1.689540,1.182678,0.0000,254,7
c70,8.478539,5.934978,0.0000,179,20
c71,1.098854,0.769198,0.0000,215,5
c72,7.838825,5.487177,0.0000,84,16
c73,2.621135,1.834795,0.0000,210,11
c74,4.658139,3.410697,0.5000,155,13
c75,4.238599,2.967019,0.0000,393,13
c76,10.712012,7.498408,0.0000,133,19
c77,4.849528,3.394670,0.0000,196,15
c78,6.948133,4.863693,0.0000,185,13
c79,6.263600,4.384520,0.0000,338,13
w80,9.120244,6.534171,0.5000,288,18
w81,0.520194,0.364136,0.0000,36,3
w82,0.769161,0.538413,0.0000,41,2
w83,1.358635,0.951045,0.0000,51,4
w84,1.779612,1.395728,0.5000,168,5
w85,0.602718,0.421903,0.0000,24,3
w86,0.730586,0.511410,0.0000,204,3
w87,0.568576,0.398003,0.0000,53,3
w88,0.994790,0.696353,0.0000,16,3
w89,0.539328,0.377530,0.0000,447,3
w90,0.081300,0.056910,0.0000,21,2
w91,1.206128,0.844290,0.0000,25,5
w92,0.993718,0.695603,0.0000,101,5
w93,2.537357,1.776150,0.0000,106,5
w94,3.274204,2.291943,0.0000,375,9
w95,2.223758,1.556631,0.0000,419,8
w96,4.504545,3.153181,0.0000,339,15
w97,0.502972,0.352081,0.0000,67,2
w98,1.064012,0.744809,0.0000,25,3
w99,2.754736,1.928315,0.0000,97,10
w100,1.145554,0.801888,0.0000,415,4
w101,0.298294,0.208806,0.0000,12,2
w102,5.300146,3.710103,0.0000,66,9
w103,4.275485,2.992840,0.0000,141,7
w104,2.022507,1.415755,0.0000,72,6
w105,0.325429,0.227800,0.0000,185,3
w106,3.182215,2.227550,0.0000,498,11
w107,0.000000,0.000000,0.0000,143,0
w108,0.302962,0.212074,0.0000,22,2
w109,1.750099,1.225069,0.0000,152,4
w110,0.487168,0.341017,0.0000,65,1
w111,0.953601,0.667520,0.0000,152,4
w112,1.153572,0.807501,0.0000,127,5
w113,1.555935,1.089155,0.0000,50,3
w114,0.554040,0.387828,0.0000,67,2
w115,0.321418,0.224993,0.0000,215,3
w116,3.085648,2.159953,0.0000,397,13
w117,2.330005,1.631004,0.0000,85,5
w118,0.162195,0.113536,0.0000,33,2
w119,0.285978,0.500184,1.0000,116,2
t120,11.791924,8.354347,0.3333,222,25
t121,16.913849,11.939695,0.3333,353,30
t122,11.518688,8.063082,0.0000,306,22
t123,3.199738,2.239817,0.0000,568,9
t124,5.204292,3.643004,0.0000,323,18
t125,4.551129,3.185790,0.0000,584,16
