latency,hops,proof_bytes
223.00,3,384
229.30,1,128
242.20,2,256
246.80,2,256
432.70,3,384
144.50,1,128
247.00,5,640
417.20,5,640
247.50,2,256
238.70,2,256
13.30,1,128
228.90,3,384
332.80,2,256
364.40,5,640
512.70,4,512
407.10,3,384
539.30,2,256
475.50,6,768
342.00,6,768
575.70,2,256
429.20,5,640
561.10,3,384
586.60,5,640
156.70,2,256
193.60,4,512
732.80,8,1024
572.50,4,512
472.50,5,640
452.50,4,512
329.80,5,640
477.90,5,640
874.20,9,1152
759.30,7,896
441.40,3,384
329.10,6,768
868.10,4,512
876.80,6,768
339.20,3,384
835.60,8,1024
579.70,4,512
454.20,4,512
974.30,8,1024
855.40,5,640
948.70,5,640
931.40,6,768
570.50,3,384
911.30,8,1024
697.30,6,768
805.70,3,384
633.50,3,384
169.90,2,256
872.00,5,640
270.50,1,128
571.90,6,768
728.50,6,768
427.90,4,512
913.10,3,384
868.80,4,512
710.70,2,256
434.70,2,256
735.70,6,768
335.10,2,256
707.20,4,512
1177.80,4,512
647.10,4,512
652.60,2,256
896.90,7,896
363.40,3,384
872.30,3,384
539.80,1,128
112.30,2,256
761.20,6,768
1030.00,5,640
210.20,2,256
914.20,4,512
1024.60,8,1024
508.10,4,512
526.40,3,384
615.00,2,256
1131.20,4,512
1279.30,2,256
1263.50,6,768
665.50,2,256
722.80,6,768
1051.10,3,384
969.50,4,512
1027.00,5,640
639.00,5,640
436.00,2,256
561.70,3,384
666.40,3,384
826.60,3,384
481.10,3,384
531.60,3,384
605.80,4,512
590.60,4,512
1135.60,9,1152
969.20,8,1024
906.30,6,768
438.70,3,384
1113.80,4,512
708.70,6,768
549.80,5,640
1114.00,7,896
1242.60,6,768
795.20,3,384
252.00,1,128
419.40,3,384
928.70,4,512
482.00,2,256
588.20,4,512
844.50,2,256
965.10,2,256
1146.50,5,640
1261.30,7,896
719.10,3,384
539.00,4,512
165.10,2,256
914.20,6,768
542.00,3,384
1054.40,4,512
1627.70,4,512
1057.30,4,512
185.90,1,128
1595.80,5,640
1514.70,3,384
659.80,3,384
1253.90,4,512
917.50,6,768
1071.20,3,384
1252.30,7,896
275.60,2,256
1386.80,3,384
1306.30,6,768
1310.50,9,1152
1212.10,3,384
1601.80,7,896
1100.90,1,128
964.30,2,256
953.60,4,512
395.10,3,384
468.50,3,384
122.70,2,256
1782.70,4,512
935.70,5,640
928.00,4,512
1303.70,2,256
1170.50,5,640
858.70,2,256
381.90,1,128
1351.00,2,256
498.60,3,384
1949.70,6,768
426.90,3,384
1309.10,2,256
531.40,5,640
1217.40,5,640
169.80,2,256
412.90,2,256
315.80,2,256
1240.30,4,512
1369.50,4,512
1254.50,7,896
1020.10,6,768
1063.40,4,512
950.70,2,256
1648.80,4,512
1152.60,5,640
1553.20,4,512
1374.30,4,512
529.00,1,128
772.90,2,256
505.70,1,128
1813.90,2,256
1247.10,4,512
678.30,3,384
1190.20,2,256
1361.70,4,512
1648.30,3,384
507.10,2,256
1130.50,3,384
899.20,4,512
1813.90,13,1664
1626.00,6,768
820.20,2,256
1500.90,5,640
1026.10,3,384
1442.80,3,384
1156.50,1,128
1439.80,4,512
1124.40,6,768
698.90,3,384
1404.60,6,768
1221.70,5,640
1524.90,4,512
2221.40,4,512
1100.70,1,128
1238.80,3,384
57.10,1,128
558.90,2,256
528.20,2,256
1267.30,4,512
2003.50,3,384
1212.60,7,896
1812.00,4,512
650.00,5,640
540.50,1,128
1655.20,5,640
1573.40,4,512
918.20,5,640
951.30,4,512
2166.80,6,768
1196.50,2,256
1043.40,6,768
1218.40,5,640
1201.50,4,512
1088.20,4,512
1506.50,3,384
1483.80,3,384
1126.40,6,768
277.90,3,384
669.00,2,256
2612.90,2,256
965.40,4,512
225.10,2,256
1675.60,8,1024
592.20,3,384
1103.50,2,256
1605.20,3,384
1257.30,2,256
1517.80,1,128
1600.00,1,128
1942.10,6,768
739.90,4,512
794.50,6,768
1425.60,2,256
1927.40,7,896
1433.10,4,512
910.30,5,640
471.00,3,384
1933.00,2,256
976.70,3,384
361.70,2,256
630.60,2,256
949.90,5,640
767.00,4,512
744.90,4,512
2308.10,6,768
1077.40,2,256
652.50,3,384
1693.60,3,384
1744.70,4,512
327.80,3,384
1310.80,2,256
622.10,3,384
119.90,2,256
792.90,2,256
1406.90,2,256
1044.80,1,128
957.90,2,256
1037.80,4,512
896.00,3,384
990.10,2,256
466.90,3,384
1416.10,5,640
1560.90,6,768
1617.00,6,768
1221.10,5,640
1735.80,4,512
710.90,1,128
999.40,2,256
1395.40,3,384
1048.30,3,384
1317.00,3,384
768.00,4,512
515.40,3,384
1054.20,3,384
1432.70,7,896
888.80,4,512
765.40,3,384
1255.30,7,896
1985.40,4,512
1600.20,5,640
1728.30,5,640
1304.20,2,256
721.20,4,512
1326.20,2,256
1583.90,4,512
1590.20,6,768
561.20,2,256
911.00,3,384
1166.30,3,384
1430.30,7,896
1994.00,4,512
542.10,2,256
1150.20,5,640
2819.40,5,640
518.80,2,256
1998.60,2,256
909.60,3,384
1819.80,5,640
1955.50,1,128
929.80,3,384
1950.90,3,384
1196.80,2,256
1048.60,5,640
982.70,1,128
1526.00,1,128
2016.20,3,384
687.30,4,512
612.10,5,640
1330.50,3,384
2620.60,5,640
1485.70,5,640
2035.60,5,640
2288.50,2,256
631.40,3,384
1932.00,6,768
1154.70,4,512
1511.70,2,256
1645.30,2,256
1804.00,6,768
1367.20,5,640
2163.90,5,640
1214.70,4,512
2125.80,2,256
1269.70,4,512
956.60,1,128
2058.20,2,256
545.40,2,256
567.00,2,256
1587.00,4,512
1210.20,2,256
265.60,2,256
182.60,2,256
1107.90,4,512
1575.60,2,256
2577.10,3,384
3457.10,3,384
126.20,1,128
1652.50,3,384
1574.30,2,256
2245.90,4,512
