node_id,work,score,connectivity,forwards,delivery_contributions
p0,2.317961,1.622573,0.0000,165,10
p1,2.580855,1.806598,0.0000,121,12
p2,4.521617,3.165132,0.0000,298,12
p3,3.209575,2.246702,0.0000,50,6
p4,2.583380,1.958366,0.5000,191,11
p5,3.174009,2.371807,0.5000,143,8
p6,4.447254,3.113078,0.0000,489,16
p7,1.867906,1.307534,0.0000,94,5
p8,1.858219,1.300753,0.0000,163,10
p9,0.821115,0.574780,0.0000,28,4
p10,1.743417,1.220392,0.0000,96,6
p11,2.471679,1.730175,0.0000,357,6
p12,2.256088,1.579262,0.0000,189,6
p13,0.053443,0.037410,0.0000,5,1
p14,1.574915,1.102440,0.0000,163,8
p15,1.154998,0.808498,0.0000,207,8
p16,3.052938,2.137057,0.0000,242,8
p17,0.995585,0.696910,0.0000,83,7
p18,0.779233,0.545463,0.0000,44,5
p19,0.720030,0.504021,0.0000,65,4
p20,1.077145,0.754001,0.0000,111,6
p21,0.546351,0.382446,0.0000,71,6
p22,1.412141,0.988499,0.0000,72,5
p23,0.749998,0.524999,0.0000,127,5
p24,3.797200,2.658040,0.0000,292,16
p25,0.396687,0.277681,0.0000,35,3
p26,1.104311,0.773018,0.0000,135,6
p27,1.377542,0.964280,0.0000,209,7
p28,0.500007,0.350005,0.0000,245,3
p29,2.996558,2.247590,0.5000,120,8
p30,3.447124,2.412987,0.0000,362,12
p31,3.908728,2.736110,0.0000,112,9
p32,1.506820,1.054774,0.0000,150,7
c33,8.396923,5.877846,0.0000,346,26
c34,5.836608,4.085625,0.0000,244,18
c35,4.452646,3.116852,0.0000,239,15
c36,7.312714,5.118900,0.0000,200,13
c37,5.621854,3.935298,0.0000,336,17
c38,8.520234,5.964164,0.0000,152,19
c39,5.256614,3.679630,0.0000,257,17
c40,1.270975,0.889682,0.0000,279,15
c41,5.572533,4.050773,0.5000,222,16
c42,1.127894,0.789525,0.0000,251,8
c43,3.718401,2.602880,0.0000,427,14
c44,2.516007,1.761205,0.0000,239,10
c45,5.323304,3.726313,0.0000,502,17
c46,13.124778,9.187345,0.0000,362,32
c47,6.971209,4.879847,0.0000,327,22
c48,5.017259,3.512081,0.0000,267,15
c49,1.109587,0.776711,0.0000,305,10
c50,6.147680,4.303376,0.0000,351,12
c51,2.264464,1.585125,0.0000,278,12
c52,5.118357,3.582850,0.0000,350,21
c53,6.103649,4.422554,0.5000,295,20
c54,4.570027,3.199019,0.0000,205,15
c55,5.280754,3.696528,0.0000,359,12
c56,4.015775,2.811043,0.0000,338,9
c57,1.517394,1.062176,0.0000,333,9
c58,5.952962,4.167073,0.0000,347,22
c59,6.049856,4.234899,0.0000,240,23
c60,6.196671,4.337670,0.0000,439,18
c61,5.396023,3.777216,0.0000,324,15
c62,1.700082,1.190057,0.0000,421,10
c63,9.074374,6.352061,0.0000,190,20
c64,1.575352,1.102747,0.0000,533,12
c65,4.267001,2.986901,0.0000,310,17
w66,2.988441,2.091909,0.0000,112,13
w67,0.531733,0.372213,0.0000,64,3
w68,1.995880,1.397116,0.0000,223,10
w69,1.377395,0.964177,0.0000,52,3
w70,0.969195,0.678437,0.0000,122,6
w71,1.858289,1.300802,0.0000,184,6
w72,0.505080,0.353556,0.0000,148,7
w73,0.204140,0.142898,0.0000,59,3
w74,1.417837,0.992486,0.0000,42,5
w75,2.693039,1.885127,0.0000,354,12
w76,2.006607,1.404625,0.0000,113,6
w77,1.238646,0.867052,0.0000,427,11
w78,0.468090,0.327663,0.0000,251,4
w79,0.265064,0.185545,0.0000,119,4
w80,1.242274,0.869592,0.0000,137,7
w81,1.023979,0.791785,0.2500,238,8
w82,1.187289,0.831102,0.0000,27,4
w83,0.329484,0.230639,0.0000,39,2
w84,2.021463,1.415024,0.0000,172,14
w85,2.527703,1.769392,0.0000,131,6
w86,2.852739,1.996917,0.0000,261,12
w87,0.557632,0.390343,0.0000,132,3
w88,1.156876,0.809813,0.0000,50,4
w89,0.000000,0.000000,0.0000,16,0
w90,2.673819,2.021673,0.5000,438,13
w91,4.239518,2.967663,0.0000,409,15
w92,3.062451,2.143716,0.0000,358,11
w93,1.693652,1.185557,0.0000,188,8
w94,2.236677,1.565674,0.0000,185,11
w95,3.236790,2.265753,0.0000,226,16
w96,3.827540,2.679278,0.0000,317,11
w97,1.812079,1.268455,0.0000,452,8
w98,0.587087,0.410961,0.0000,139,6
w99,1.383263,0.968284,0.0000,446,10
t100,9.681409,6.876986,0.3333,449,35
t101,9.780988,6.996692,0.5000,352,32
t102,9.130159,6.391112,0.0000,266,22
t103,3.993497,2.795448,0.0000,485,18
t104,2.082127,1.457489,0.0000,330,10
t105,2.964142,2.074899,0.0000,546,9
