latency,hops,proof_bytes
23.40,2,256
4.80,1,128
278.70,4,512
189.80,2,256
146.60,2,256
31.30,1,128
196.90,1,128
307.40,5,640
226.40,3,384
380.40,2,256
457.40,4,512
307.00,5,640
504.90,5,640
290.00,2,256
185.60,2,256
215.90,5,640
16.70,1,128
388.30,7,896
465.30,6,768
451.70,4,512
303.70,1,128
227.80,3,384
601.30,3,384
691.80,3,384
708.40,1,128
406.50,4,512
400.80,3,384
815.00,4,512
754.70,2,256
730.70,1,128
329.00,2,256
806.30,4,512
441.00,4,512
653.70,4,512
298.60,2,256
747.80,5,640
657.00,3,384
569.70,5,640
869.60,6,768
525.50,2,256
611.10,2,256
45.10,1,128
449.70,3,384
662.00,5,640
884.70,3,384
337.30,1,128
585.40,1,128
769.00,4,512
946.80,3,384
659.50,4,512
264.60,6,768
826.40,4,512
935.00,3,384
212.50,1,128
810.30,3,384
441.80,4,512
606.40,4,512
779.20,3,384
913.30,4,512
608.60,2,256
439.90,3,384
624.80,3,384
283.60,3,384
877.20,4,512
539.80,3,384
447.70,3,384
772.00,2,256
508.10,3,384
1191.40,5,640
737.90,2,256
1263.90,3,384
279.80,1,128
521.20,2,256
1013.50,5,640
1384.20,2,256
964.10,5,640
213.30,2,256
637.80,2,256
1071.20,3,384
752.90,5,640
1394.90,8,1024
983.00,5,640
1283.10,5,640
787.40,5,640
1186.80,8,1024
230.40,2,256
717.60,2,256
866.60,2,256
809.20,4,512
1240.40,1,128
579.00,2,256
731.10,2,256
1119.80,4,512
1129.40,7,896
580.20,2,256
202.40,2,256
1058.00,2,256
1025.80,4,512
882.10,3,384
869.50,7,896
1029.70,6,768
655.80,2,256
330.80,2,256
852.40,7,896
1166.50,5,640
1390.90,5,640
849.80,3,384
832.00,3,384
1240.90,2,256
399.80,2,256
1283.60,5,640
672.60,3,384
1179.00,3,384
158.10,1,128
300.50,6,768
789.70,2,256
590.90,1,128
275.70,2,256
841.50,3,384
1197.10,1,128
798.20,4,512
922.00,4,512
713.30,4,512
1177.10,1,128
769.50,2,256
913.50,3,384
406.00,3,384
230.10,4,512
54.50,1,128
921.70,2,256
1427.70,7,896
1748.80,4,512
910.80,5,640
0.10,1,128
1097.30,5,640
1030.40,2,256
1365.40,2,256
791.10,6,768
1131.80,5,640
902.90,3,384
361.00,4,512
992.70,5,640
785.10,2,256
757.20,7,896
254.40,1,128
1080.50,3,384
1256.40,3,384
533.50,4,512
1752.80,4,512
1407.90,4,512
934.00,1,128
1103.50,3,384
101.50,2,256
0.20,1,128
347.20,2,256
611.30,2,256
1288.80,9,1152
996.70,2,256
753.80,3,384
1044.90,9,1152
688.40,2,256
715.70,3,384
682.70,2,256
744.30,3,384
653.30,2,256
692.20,3,384
1872.30,4,512
1727.60,4,512
917.10,4,512
643.10,2,256
85.60,1,128
1364.10,3,384
833.20,5,640
620.60,1,128
1506.00,2,256
1620.30,3,384
1474.70,6,768
1536.00,3,384
806.20,4,512
1283.80,4,512
644.90,5,640
694.00,4,512
800.00,1,128
452.60,3,384
563.70,4,512
1045.70,2,256
60.00,1,128
822.10,1,128
1512.20,2,256
1141.80,2,256
1987.90,8,1024
1183.70,4,512
1638.00,7,896
2013.10,1,128
1228.40,3,384
1256.30,2,256
924.40,2,256
489.70,3,384
1588.50,2,256
136.30,2,256
1252.80,4,512
1331.60,3,384
239.80,1,128
1364.00,5,640
894.70,3,384
693.00,2,256
207.00,2,256
537.40,1,128
708.60,3,384
41.00,1,128
1172.80,4,512
1156.50,2,256
774.40,3,384
937.90,4,512
1463.00,2,256
853.40,2,256
2127.40,2,256
1564.50,6,768
1000.30,2,256
1037.10,3,384
707.80,2,256
2083.50,3,384
1834.90,4,512
1997.40,5,640
2516.50,4,512
1282.60,3,384
649.40,2,256
1381.60,2,256
1525.60,5,640
512.10,2,256
1038.90,2,256
858.00,3,384
843.20,4,512
1598.50,2,256
1741.20,2,256
1594.70,4,512
1498.90,3,384
627.30,2,256
1008.60,2,256
935.00,5,640
1296.20,2,256
1078.80,2,256
1649.90,5,640
1930.50,6,768
1374.40,5,640
304.50,3,384
895.80,2,256
1448.70,3,384
1664.30,8,1024
1244.10,2,256
1622.90,2,256
801.10,1,128
1094.80,4,512
2097.00,3,384
2754.70,3,384
1231.50,5,640
1295.70,6,768
1817.80,6,768
1072.70,2,256
1825.30,10,1280
635.20,1,128
2366.00,8,1024
367.00,3,384
1515.00,8,1024
1712.70,4,512
1684.80,3,384
266.90,2,256
710.90,1,128
802.20,3,384
2318.70,8,1024
1640.60,5,640
831.70,5,640
1214.80,3,384
971.60,3,384
1372.30,3,384
284.90,3,384
125.80,3,384
1906.80,3,384
301.90,2,256
660.00,3,384
616.60,3,384
1879.80,2,256
776.00,2,256
237.00,1,128
2387.20,3,384
1201.10,5,640
796.90,3,384
356.10,2,256
1689.00,2,256
2575.70,2,256
396.50,3,384
1178.20,3,384
658.10,3,384
1049.20,3,384
1063.40,2,256
1311.10,4,512
2935.70,5,640
1678.70,3,384
1002.80,3,384
1155.90,3,384
872.60,2,256
1443.40,6,768
391.10,1,128
1141.40,4,512
1924.50,4,512
1027.50,3,384
1100.60,5,640
1934.90,2,256
1781.40,2,256
809.00,2,256
1098.90,3,384
2556.30,3,384
1928.40,2,256
882.70,3,384
944.40,3,384
1766.80,2,256
2237.90,6,768
1440.00,2,256
1615.20,2,256
1079.40,4,512
1862.70,4,512
1374.10,4,512
