latency,hops,proof_bytes
59.10,1,128
36.80,2,256
193.00,4,512
321.70,2,256
342.90,2,256
248.00,4,512
171.40,3,384
279.90,1,128
413.00,4,512
426.30,5,640
279.40,3,384
207.70,2,256
288.30,5,640
218.70,2,256
461.90,2,256
301.00,3,384
186.20,3,384
287.50,3,384
164.10,2,256
458.40,4,512
533.50,3,384
538.60,3,384
446.90,5,640
469.20,5,640
438.20,2,256
494.30,3,384
524.40,4,512
316.70,2,256
583.30,5,640
500.00,6,768
532.40,4,512
415.90,2,256
646.90,146,18688
482.20,6,768
405.30,4,512
464.40,4,512
185.10,1,128
690.10,1,128
672.10,3,384
226.20,2,256
785.90,7,896
714.90,7,896
394.00,2,256
489.80,5,640
534.00,4,512
487.80,2,256
809.90,4,512
385.00,4,512
657.50,206,26368
229.40,1,128
572.40,5,640
1.60,2,256
248.40,2,256
766.30,4,512
968.50,3,384
178.10,2,256
639.30,163,20864
316.50,2,256
1029.40,4,512
506.10,5,640
1094.20,247,31616
117.90,3,384
939.50,7,896
49.60,2,256
279.30,4,512
937.30,4,512
149.40,2,256
753.00,3,384
670.90,8,1024
784.10,6,768
1035.60,8,1024
845.70,3,384
515.90,5,640
805.50,2,256
1062.60,2,256
573.30,4,512
532.20,3,384
542.00,3,384
1027.30,2,256
822.10,6,768
594.10,4,512
315.40,2,256
1178.80,4,512
538.10,1,128
721.20,4,512
1063.40,4,512
863.70,5,640
321.60,1,128
612.60,3,384
926.70,5,640
398.20,3,384
740.50,3,384
907.30,1140,145920
625.60,227,29056
1051.60,3,384
388.30,1,128
430.20,5,640
696.30,3,384
889.60,2,256
865.90,2,256
749.60,5,640
608.20,6,768
900.30,7,896
1339.20,10,1280
789.80,4,512
1200.70,3,384
1102.90,4,512
885.00,2,256
641.00,2,256
454.50,3,384
982.40,4,512
972.70,4,512
391.40,2,256
655.80,3,384
518.60,2,256
788.30,8,1024
1374.80,3,384
803.10,3,384
985.40,1,128
81.30,2,256
1337.00,3,384
371.80,5,640
1692.60,4,512
889.40,3,384
561.10,3,384
436.00,3,384
1147.80,5,640
1238.90,5,640
1220.50,2,256
808.50,4,512
1572.60,4,512
101.70,2,256
1329.70,3,384
1192.80,3,384
806.60,4,512
422.70,2,256
1181.70,5,640
323.10,189,24192
951.40,2,256
520.60,5,640
1300.90,5,640
296.00,2,256
741.30,2,256
348.20,1,128
432.30,387,49536
1151.00,5,640
1131.10,4,512
1559.40,2,256
1451.50,6,768
1265.60,5,640
1376.50,5,640
1446.50,5,640
992.60,5,640
905.50,4,512
323.00,1,128
991.20,350,44800
514.40,3,384
409.20,5,640
1084.60,1,128
507.40,3,384
319.50,2,256
526.30,3,384
1581.80,8,1024
486.00,2,256
993.40,3,384
844.20,3,384
1593.50,7,896
652.20,3,384
800.40,4,512
749.70,4,512
641.30,3,384
136.40,2,256
698.20,5,640
1046.10,5,640
