time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.000000
300,0.978559
360,0.970587
420,0.945086
480,0.945086
540,0.891974
600,0.871300
660,0.845379
720,0.825217
780,0.787391
840,0.738770
900,0.719932
960,0.700568
1020,0.670064
1080,0.653262
1140,0.628781
1200,0.606294
1260,0.595754
1320,0.577767
1380,0.574911
1440,0.577573
1500,0.567586
1560,0.569627
1620,0.564171
1680,0.562630
1740,0.548167
1800,0.549428
1860,0.549651
1920,0.548251
1980,0.541991
2040,0.540496
2100,0.537870
2160,0.540111
2220,0.535237
2280,0.528685
2340,0.530298
2400,0.531898
2460,0.528826
2520,0.531504
2580,0.530419
2640,0.529395
2700,0.526411
2760,0.522611
2820,0.517057
2880,0.516197
2940,0.510671
3000,0.513193
3060,0.509724
3120,0.508921
3180,0.518574
3240,0.516766
3300,0.507356
3360,0.511791
3420,0.504961
3480,0.498584
3540,0.495109
