node_id,work,score,connectivity,forwards,delivery_contributions
p0,0.561626,0.393138,0.0000,64,6
p1,0.474149,0.331904,0.0000,65,2
p2,1.993795,1.395657,0.0000,229,7
p3,0.451501,0.316051,0.0000,138,3
p4,2.693062,1.885144,0.0000,401,11
p5,0.935448,0.654813,0.0000,221,4
p6,0.743773,0.520641,0.0000,483,3
p7,1.945338,1.361737,0.0000,127,4
p8,3.064423,2.145096,0.0000,181,7
p9,0.487430,0.341201,0.0000,15,2
p10,4.509216,3.156451,0.0000,237,11
p11,0.974335,0.682035,0.0000,27,1
p12,0.394854,0.276398,0.0000,144,3
p13,1.742916,1.220041,0.0000,474,4
p14,0.210097,0.147068,0.0000,104,3
p15,0.122788,0.085952,0.0000,8,1
p16,1.559758,1.091831,0.0000,95,4
p17,1.594365,1.116056,0.0000,101,4
p18,3.823220,2.676254,0.0000,87,10
p19,1.297043,0.907930,0.0000,331,5
p20,2.203031,1.542122,0.0000,316,8
p21,1.000563,0.700394,0.0000,58,5
p22,1.664649,1.165254,0.0000,91,2
p23,0.665102,0.465572,0.0000,163,3
p24,0.984587,0.689211,0.0000,262,3
p25,0.411039,0.287727,0.0000,143,3
p26,0.567372,0.397160,0.0000,79,3
p27,0.478136,0.334695,0.0000,22,2
p28,1.233386,1.013370,0.5000,151,6
p29,0.817039,0.871927,1.0000,155,3
p30,1.026768,0.718738,0.0000,216,4
p31,2.368004,1.657603,0.0000,211,6
p32,0.355472,0.248830,0.0000,24,3
p33,6.356579,4.449605,0.0000,169,12
p34,0.221066,0.454746,1.0000,14,1
p35,0.403009,0.282106,0.0000,263,3
p36,1.174901,0.822431,0.0000,44,5
p37,1.043190,0.730233,0.0000,74,7
p38,1.873038,1.311127,0.0000,317,6
p39,1.046929,0.732850,0.0000,391,6
p40,1.526668,1.068667,0.0000,85,7
p41,0.265489,0.185843,0.0000,214,3
p42,1.101426,0.770998,0.0000,236,5
p43,0.032720,0.022904,0.0000,13,1
p44,0.070108,0.049075,0.0000,84,2
p45,1.971721,1.380204,0.0000,156,7
p46,0.154624,0.108237,0.0000,85,2
p47,0.484253,0.338977,0.0000,51,1
p48,0.689725,0.482808,0.0000,89,3
p49,1.584936,1.109455,0.0000,87,6
c50,7.413524,5.339467,0.5000,106,17
c51,5.326161,3.728313,0.0000,271,13
c52,8.046748,5.632724,0.0000,448,23
c53,9.173518,6.421463,0.0000,124,16
c54,2.558941,1.791259,0.0000,316,10
c55,3.914493,2.740145,0.0000,286,8
c56,5.638952,3.947266,0.0000,288,16
c57,4.340223,3.038156,0.0000,248,12
c58,5.225711,3.807998,0.5000,114,12
c59,11.689741,8.182819,0.0000,281,21
c60,3.182078,2.227454,0.0000,377,15
c61,2.647215,1.853050,0.0000,355,9
c62,3.177470,2.224229,0.0000,191,8
c63,2.399153,1.679407,0.0000,408,11
c64,4.210438,3.097307,0.5000,278,20
c65,0.957488,0.670242,0.0000,157,6
c66,4.200799,2.940560,0.0000,278,12
c67,6.441803,4.659262,0.5000,155,14
c68,14.282126,10.147488,0.5000,217,27
c69,0.437746,0.306422,0.0000,164,3
c70,5.440545,3.808381,0.0000,443,16
c71,5.542662,3.879863,0.0000,218,16
c72,1.061777,0.743244,0.0000,667,6
c73,4.705107,3.293575,0.0000,299,13
c74,8.161901,5.713331,0.0000,336,17
c75,3.685352,2.579746,0.0000,481,13
c76,2.094201,1.465941,0.0000,266,9
c77,13.229495,9.260646,0.0000,272,25
c78,7.213206,5.049244,0.0000,110,13
c79,0.876001,0.613200,0.0000,314,5
c80,12.840462,8.988324,0.0000,99,21
c81,5.514003,3.859802,0.0000,237,13
c82,9.119031,6.383322,0.0000,248,19
c83,17.619883,12.333918,0.0000,98,26
c84,4.453768,3.117638,0.0000,340,14
c85,1.950026,1.365018,0.0000,375,6
c86,1.443091,1.010164,0.0000,336,3
c87,2.357807,1.650465,0.0000,426,12
c88,2.498725,1.899107,0.5000,294,4
c89,4.652358,3.356651,0.3333,381,14
c90,5.263461,3.684423,0.0000,261,16
c91,5.546331,3.882432,0.0000,488,17
c92,4.853553,3.397487,0.0000,104,8
c93,6.849816,4.794871,0.0000,231,13
c94,5.683809,3.978666,0.0000,248,18
c95,5.570029,3.899020,0.0000,290,14
c96,4.347279,3.043095,0.0000,325,14
c97,3.307111,2.314978,0.0000,362,15
c98,7.373884,5.161719,0.0000,305,16
c99,2.544541,1.781179,0.0000,306,11
w100,2.412135,1.688495,0.0000,31,4
w101,0.856075,0.599252,0.0000,487,4
w102,2.242498,1.569748,0.0000,193,7
w103,0.455862,0.319103,0.0000,60,2
w104,1.813323,1.269326,0.0000,154,6
w105,0.395561,0.276892,0.0000,33,3
