time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.000000
300,0.953686
360,0.953686
420,0.953686
480,0.924250
540,0.924250
600,0.907316
660,0.899514
720,0.899085
780,0.783655
840,0.783655
900,0.783655
960,0.800339
1020,0.730436
1080,0.729223
1140,0.722322
1200,0.713570
1260,0.699155
1320,0.695272
1380,0.693021
1440,0.627878
1500,0.595633
1560,0.570158
1620,0.573405
1680,0.557058
1740,0.549312
1800,0.554858
1860,0.554670
1920,0.557076
1980,0.527129
2040,0.520103
2100,0.512225
2160,0.512859
2220,0.512566
2280,0.511607
2340,0.511607
2400,0.515427
2460,0.508459
2520,0.485994
2580,0.486114
2640,0.486500
2700,0.488909
2760,0.483558
2820,0.481748
2880,0.481892
2940,0.484999
3000,0.482279
3060,0.481063
3120,0.480017
3180,0.479510
3240,0.476662
3300,0.472723
3360,0.478317
3420,0.480907
3480,0.480907
3540,0.477502
