time,total_forwards,experienced_forwards,fraction_experienced
0,2,0,0.0000
60,20,0,0.0000
120,36,0,0.0000
180,69,4,0.0580
240,95,10,0.1053
300,185,48,0.2595
360,194,59,0.3041
420,211,56,0.2654
480,234,81,0.3462
540,266,96,0.3609
600,255,87,0.3412
660,323,130,0.4025
720,170,60,0.3529
780,248,97,0.3911
840,215,125,0.5814
900,361,215,0.5956
960,346,241,0.6965
1020,242,202,0.8347
1080,408,285,0.6985
1140,419,265,0.6325
1200,478,369,0.7720
1260,452,414,0.9159
1320,314,278,0.8854
1380,363,346,0.9532
1440,592,489,0.8260
1500,619,571,0.9225
1560,318,308,0.9686
1620,486,400,0.8230
1680,424,371,0.8750
1740,417,406,0.9736
1800,550,493,0.8964
1860,485,485,1.0000
1920,648,591,0.9120
1980,604,551,0.9123
2040,372,370,0.9946
2100,378,364,0.9630
2160,645,645,1.0000
2220,321,315,0.9813
2280,403,401,0.9950
2340,495,465,0.9394
2400,590,590,1.0000
2460,626,621,0.9920
2520,460,460,1.0000
2580,487,487,1.0000
2640,744,744,1.0000
2700,503,503,1.0000
2760,599,599,1.0000
2820,802,802,1.0000
2880,391,391,1.0000
2940,539,539,1.0000
3000,313,313,1.0000
3060,521,521,1.0000
3120,324,324,1.0000
3180,665,665,1.0000
3240,363,363,1.0000
3300,576,576,1.0000
3360,500,500,1.0000
3420,801,795,0.9925
3480,540,535,0.9907
3540,554,554,1.0000
