node_id,work,score,connectivity,forwards,delivery_contributions
p0,3.907529,2.735270,0.0000,157,9
p1,1.837627,1.286339,0.0000,23,5
p2,2.625704,1.837993,0.0000,33,6
p3,2.954406,2.068084,0.0000,20,3
p4,0.991598,0.694119,0.0000,17,2
p5,2.607514,1.825260,0.0000,63,7
p6,0.501682,0.351177,0.0000,25,4
p7,0.992032,0.694422,0.0000,27,1
p8,1.973238,1.381267,0.0000,486,8
p9,1.791373,1.253961,0.0000,164,6
p10,1.885867,1.320107,0.0000,107,5
p11,0.488143,0.341700,0.0000,103,1
p12,1.220487,0.854341,0.0000,131,5
p13,0.325103,0.227572,0.0000,31,1
p14,5.343815,3.740670,0.0000,143,14
p15,2.646726,1.852708,0.0000,88,7
p16,1.719809,1.203866,0.0000,112,3
p17,1.955543,1.368880,0.0000,50,7
p18,0.491572,0.344100,0.0000,24,1
p19,4.432622,3.102835,0.0000,318,11
p20,2.858700,2.001090,0.0000,15,5
p21,1.955373,1.368761,0.0000,29,5
p22,2.889647,2.022753,0.0000,163,6
p23,0.294460,0.206122,0.0000,11,1
p24,3.417796,2.392457,0.0000,155,10
p25,6.515875,4.561112,0.0000,87,9
p26,2.037834,1.726483,1.0000,63,5
p27,4.626154,3.238308,0.0000,203,14
p28,5.174140,3.621898,0.0000,143,9
p29,0.328699,0.230089,0.0000,8,1
p30,1.199627,0.839739,0.0000,127,5
p31,0.875883,0.763118,0.5000,68,4
p32,1.543478,1.230435,0.5000,93,5
c33,8.391306,5.873914,0.0000,103,17
c34,5.891465,4.124025,0.0000,215,13
c35,1.452147,1.166503,0.5000,227,9
c36,2.819313,1.973519,0.0000,101,6
c37,4.056018,2.939212,0.3333,119,7
c38,4.826145,3.378301,0.0000,247,16
c39,7.569862,5.298903,0.0000,194,14
c40,4.424148,3.096903,0.0000,271,14
c41,10.861216,7.602851,0.0000,76,17
c42,3.930523,2.751366,0.0000,139,9
c43,4.429211,3.100447,0.0000,146,8
c44,6.669131,4.668392,0.0000,96,11
c45,1.724113,1.206879,0.0000,233,7
c46,3.518574,2.463002,0.0000,190,11
c47,11.193362,7.835354,0.0000,267,27
c48,9.627177,6.889024,0.5000,129,23
c49,6.329476,4.430633,0.0000,185,20
c50,2.546604,1.932623,0.5000,153,11
c51,1.761588,1.233111,0.0000,243,10
c52,7.717230,5.402061,0.0000,120,13
c53,2.651566,1.856096,0.0000,118,6
c54,5.086336,3.560436,0.0000,148,11
c55,4.919258,3.443480,0.0000,383,18
c56,1.552516,1.086761,0.0000,333,4
c57,2.675408,1.872786,0.0000,164,9
c58,16.075863,11.253104,0.0000,74,20
c59,3.008224,2.105757,0.0000,302,10
c60,4.367793,3.057455,0.0000,142,12
c61,3.564684,2.495279,0.0000,72,8
c62,7.324084,5.126859,0.0000,157,18
c63,8.619857,6.033900,0.0000,88,18
c64,0.149525,0.104667,0.0000,206,1
c65,12.276456,8.593519,0.0000,55,21
w66,2.486709,1.740696,0.0000,159,10
w67,2.770600,1.939420,0.0000,154,6
w68,0.706568,0.494598,0.0000,63,4
w69,0.988072,0.691651,0.0000,66,2
w70,1.493073,1.045151,0.0000,266,9
w71,2.205474,1.543832,0.0000,305,8
w72,5.411017,3.787712,0.0000,42,7
w73,1.523985,1.066789,0.0000,86,4
w74,1.033304,0.723313,0.0000,186,6
w75,0.586664,0.410665,0.0000,44,2
w76,1.323839,0.926687,0.0000,65,5
w77,0.466714,0.326700,0.0000,38,6
w78,0.904582,0.633208,0.0000,96,5
w79,0.486732,0.340713,0.0000,41,2
w80,0.229435,0.160604,0.0000,69,3
w81,0.629990,0.440993,0.0000,54,3
w82,1.998584,1.399009,0.0000,122,6
w83,1.924328,1.347030,0.0000,106,5
w84,2.483790,1.738653,0.0000,139,8
w85,0.323108,0.226176,0.0000,229,2
w86,0.688171,0.481719,0.0000,52,3
w87,3.967787,2.777451,0.0000,177,13
w88,0.319304,0.223513,0.0000,27,1
w89,0.196825,0.137778,0.0000,51,1
w90,0.546851,0.382796,0.0000,58,3
w91,0.492805,0.344964,0.0000,14,2
w92,0.274827,0.192379,0.0000,51,1
w93,0.807383,0.565168,0.0000,60,3
w94,2.205786,1.544050,0.0000,91,9
w95,1.566394,1.096476,0.0000,232,5
w96,1.021280,0.714896,0.0000,121,6
w97,0.728010,0.509607,0.0000,70,3
w98,0.583670,0.408569,0.0000,191,4
w99,8.085451,5.659816,0.0000,352,22
t100,5.164145,3.714902,0.3333,378,20
t101,7.644970,5.501479,0.5000,363,24
t102,1.450685,1.115480,0.3333,236,4
t103,3.671234,2.569864,0.0000,278,12
t104,5.642428,3.949700,0.0000,195,12
t105,5.831769,4.082238,0.0000,212,13
