node_id,work,score,connectivity,forwards,delivery_contributions
p0,0.617272,0.432090,0.0000,159,19
p1,2.806767,1.964737,0.0000,368,18
p2,0.818859,0.573201,0.0000,219,16
p3,1.445180,1.011626,0.0000,164,22
p4,0.792872,0.555011,0.0000,43,13
p5,2.064539,1.445178,0.0000,286,27
p6,3.410514,2.387360,0.0000,319,23
p7,3.486316,2.440421,0.0000,387,28
p8,0.583931,0.408752,0.0000,11,13
p9,2.396168,1.677318,0.0000,224,12
p10,0.641458,0.449021,0.0000,92,15
p11,0.849167,0.594417,0.0000,471,19
p12,1.797692,1.258384,0.0000,76,18
p13,4.245948,2.972164,0.0000,357,32
p14,2.141427,1.498999,0.0000,111,22
p15,1.799112,1.259379,0.0000,152,14
p16,1.748480,1.223936,0.0000,120,23
p17,0.457220,0.320054,0.0000,29,24
p18,2.080679,1.456475,0.0000,261,12
p19,1.969138,1.378397,0.0000,20,21
p20,0.667429,0.467200,0.0000,252,16
p21,0.668355,0.467848,0.0000,95,23
p22,1.356442,0.949510,0.0000,370,19
p23,4.219291,2.953503,0.0000,172,24
p24,2.567425,1.797197,0.0000,268,22
p25,2.035419,1.424793,0.0000,160,20
p26,2.227755,1.559428,0.0000,464,25
p27,1.443357,1.010350,0.0000,133,14
p28,1.826665,1.278665,0.0000,116,21
p29,0.487199,0.341040,0.0000,60,20
p30,1.471528,1.030070,0.0000,243,20
p31,1.584473,1.109131,0.0000,148,27
c32,0.667286,0.467100,0.0000,360,18
c33,8.953488,6.267442,0.0000,272,38
c34,13.581854,9.507298,0.0000,170,43
c35,6.505706,4.553994,0.0000,345,34
c36,17.340900,12.138630,0.0000,153,53
c37,7.375613,5.162929,0.0000,179,32
c38,4.215113,2.950579,0.0000,377,34
c39,4.048281,2.833796,0.0000,252,22
c40,5.207105,3.644973,0.0000,346,31
c41,0.563546,0.394482,0.0000,108,16
c42,10.569749,7.398824,0.0000,296,35
c43,8.593501,6.015451,0.0000,142,34
c44,1.762822,1.233976,0.0000,393,21
c45,7.791358,5.453951,0.0000,118,23
c46,2.201618,1.541132,0.0000,447,25
c47,2.907178,2.035024,0.0000,254,18
c48,11.357095,8.049967,0.3333,251,27
c49,3.473242,2.431269,0.0000,191,31
c50,0.535855,0.375099,0.0000,299,14
c51,3.946630,2.762641,0.0000,215,22
c52,9.607188,6.725032,0.0000,186,38
c53,4.732529,3.312770,0.0000,518,29
c54,12.164675,8.515272,0.0000,141,34
c55,6.539964,4.577975,0.0000,111,26
c56,4.372033,3.060423,0.0000,411,30
c57,6.253192,4.377235,0.0000,256,33
c58,3.453770,2.417639,0.0000,164,25
c59,8.177221,5.724055,0.0000,329,28
c60,4.421655,3.095159,0.0000,362,18
c61,4.726873,3.308811,0.0000,609,25
c62,2.595632,1.966942,0.5000,263,22
c63,9.216012,6.451209,0.0000,207,39
c64,8.014962,5.610474,0.0000,253,27
c65,3.924074,2.746852,0.0000,94,17
c66,5.006365,3.504455,0.0000,253,32
c67,2.486184,1.740329,0.0000,286,24
c68,3.545453,2.481817,0.0000,328,26
c69,7.542560,5.279792,0.0000,249,28
c70,3.635202,2.544641,0.0000,242,24
c71,2.602103,1.821472,0.0000,205,21
w72,2.941019,2.058713,0.0000,142,22
w73,1.983529,1.388470,0.0000,115,21
w74,3.636646,2.545652,0.0000,142,28
w75,1.650338,1.155237,0.0000,153,28
w76,2.285667,1.599967,0.0000,125,18
w77,5.653327,3.957329,0.0000,180,27
w78,0.962745,0.673921,0.0000,170,21
w79,0.798283,0.558798,0.0000,229,17
w80,3.602987,2.522091,0.0000,169,28
w81,4.311860,3.018302,0.0000,43,22
w82,0.849072,0.594351,0.0000,86,25
w83,1.311517,0.918062,0.0000,141,19
w84,0.701358,0.490951,0.0000,22,21
w85,0.339062,0.237343,0.0000,127,18
w86,2.778109,1.944676,0.0000,179,19
w87,0.595490,0.416843,0.0000,29,15
w88,0.785504,0.549853,0.0000,54,17
w89,3.951468,2.766027,0.0000,181,27
w90,1.362155,0.953509,0.0000,174,18
w91,3.057293,2.140105,0.0000,158,17
w92,1.761357,1.232950,0.0000,79,30
w93,3.270942,2.289660,0.0000,346,18
w94,3.122311,2.185618,0.0000,98,22
w95,0.295494,0.206846,0.0000,54,19
w96,0.671390,0.469973,0.0000,63,20
w97,3.277055,2.293939,0.0000,158,19
w98,1.991616,1.394131,0.0000,103,24
w99,0.413826,0.289678,0.0000,123,20
w100,0.177206,0.124044,0.0000,42,6
w101,0.456108,0.319275,0.0000,44,11
w102,1.841511,1.289058,0.0000,125,19
w103,1.578550,1.104985,0.0000,280,23
w104,0.897842,0.778490,0.5000,69,21
w105,1.765219,1.235653,0.0000,58,23
w106,1.024132,0.716892,0.0000,47,18
w107,2.880331,2.016232,0.0000,337,24
w108,3.543169,2.480219,0.0000,241,25
w109,1.207872,0.845510,0.0000,245,17
w110,0.050783,0.035548,0.0000,46,8
w111,1.196296,0.837407,0.0000,285,26
t112,13.575013,9.602509,0.3333,270,40
t113,9.853901,6.997731,0.3333,334,39
t114,2.667927,1.867549,0.0000,350,18
t115,7.503816,5.252671,0.0000,338,30
t116,6.695782,4.687047,0.0000,459,26
t117,8.609086,6.026360,0.0000,420,36
s118,0.428562,0.299994,0.0000,18,8
s119,0.357606,0.250324,0.0000,164,16
s120,4.631446,3.242012,0.0000,62,176
s121,10.585226,7.559658,0.5000,170,1031
s122,8.437385,5.906170,0.0000,113,175
s123,6.546061,4.582243,0.0000,57,161
s124,7.614391,5.330074,0.0000,56,240
s125,0.792726,0.554908,0.0000,8,12
