time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.000000
300,0.000000
360,0.978559
420,0.938477
480,0.893712
540,0.894302
600,0.874203
660,0.837708
720,0.775228
780,0.765276
840,0.757715
900,0.692736
960,0.659849
1020,0.648884
1080,0.632442
1140,0.629699
1200,0.630430
1260,0.623921
1320,0.610048
1380,0.603706
1440,0.581004
1500,0.584133
1560,0.580428
1620,0.576384
1680,0.568674
1740,0.565947
1800,0.562395
1860,0.549530
1920,0.534183
1980,0.527502
2040,0.521307
2100,0.509023
2160,0.511142
2220,0.500611
2280,0.487420
2340,0.487348
2400,0.486940
2460,0.486432
2520,0.484509
2580,0.485328
2640,0.481800
2700,0.468087
2760,0.466851
2820,0.467500
2880,0.465759
2940,0.457922
3000,0.454854
3060,0.455920
3120,0.451098
3180,0.448943
3240,0.446015
3300,0.441283
3360,0.439629
3420,0.437772
3480,0.437739
3540,0.438304
