latency,hops,proof_bytes
87.00,1,128
139.00,2,256
120.20,3,384
115.90,2,256
281.20,2,256
336.30,2,256
303.10,2,256
400.90,2,256
541.10,6,768
533.40,2,256
97.00,1,128
573.90,5,640
282.00,2,256
32.30,2,256
472.40,3,384
507.40,2,256
403.40,1,128
84.10,1,128
465.40,6,768
247.10,2,256
194.00,3,384
213.10,2,256
109.10,2,256
688.50,2,256
393.60,4,512
699.70,5,640
589.90,2,256
634.80,3,384
501.60,4,512
334.30,4,512
709.50,5,640
813.90,6,768
633.40,2,256
379.30,4,512
295.40,3,384
500.90,4,512
357.60,5,640
586.90,2,256
409.30,3,384
495.10,2,256
622.20,4,512
430.30,6,768
289.40,4,512
859.40,5,640
919.90,5,640
959.00,7,896
695.00,5,640
951.70,5,640
902.40,6,768
950.30,7,896
448.80,1,128
803.70,2,256
956.80,4,512
966.20,3,384
1109.30,2,256
449.40,2,256
4.20,1,128
531.40,3,384
1185.00,3,384
210.10,1,128
212.40,2,256
1159.50,1,128
937.90,2,256
1268.30,3,384
1118.10,3,384
362.60,2,256
616.70,3,384
1111.80,2,256
1069.10,4,512
487.70,2,256
69.40,1,128
1333.90,4,512
665.40,3,384
465.60,2,256
1114.20,3,384
205.80,3,384
554.80,2,256
629.30,2,256
1181.20,2,256
1271.20,6,768
42.70,1,128
327.40,1,128
814.60,4,512
924.40,3,384
1100.90,3,384
1486.50,4,512
221.80,1,128
592.60,4,512
1225.70,2,256
1626.20,4,512
1362.10,8,1024
1261.90,7,896
1025.90,2,256
1285.80,2,256
695.70,2,256
1404.10,6,768
1115.40,2,256
925.80,6,768
1005.90,5,640
1084.30,4,512
1356.20,4,512
1699.80,2,256
1306.40,4,512
1318.80,2,256
1104.10,2,256
990.20,3,384
526.30,2,256
385.80,1,128
1849.00,4,512
410.80,2,256
594.90,1,128
1201.10,4,512
1383.40,4,512
1234.00,3,384
1420.80,4,512
152.50,2,256
295.50,2,256
1149.10,3,384
1121.20,4,512
1860.00,7,896
1756.70,6,768
805.90,3,384
1200.90,3,384
488.00,1,128
1548.90,3,384
659.00,2,256
1548.50,3,384
1016.60,1,128
268.40,3,384
1316.90,4,512
628.10,3,384
1605.10,5,640
1974.10,4,512
279.00,2,256
432.30,2,256
432.10,1,128
1521.00,2,256
1552.90,4,512
174.10,1,128
1874.60,2,256
603.90,3,384
1170.60,3,384
1644.40,1,128
732.10,1,128
1538.90,3,384
2045.60,4,512
931.50,4,512
801.80,2,256
1061.30,3,384
675.40,3,384
1492.80,2,256
954.00,3,384
645.10,4,512
1516.30,4,512
1006.10,2,256
1575.80,3,384
1481.20,2,256
1098.10,3,384
903.20,1,128
1229.30,2,256
1302.20,3,384
996.70,2,256
2463.70,5,640
1434.90,2,256
1378.10,1,128
1806.10,2,256
1124.30,2,256
1494.40,3,384
1123.30,4,512
2180.90,3,384
83.10,2,256
334.20,2,256
1735.50,5,640
132.70,2,256
1773.80,2,256
1620.00,5,640
2463.50,3,384
369.50,2,256
1726.70,3,384
1462.40,4,512
1848.40,3,384
572.80,2,256
1965.60,6,768
2003.60,3,384
1481.50,3,384
385.70,1,128
2151.90,1,128
1099.80,2,256
1622.70,3,384
2504.80,6,768
2087.70,4,512
1885.60,4,512
2257.80,3,384
2465.00,4,512
2333.80,4,512
924.20,3,384
1986.30,4,512
2630.40,3,384
1924.50,5,640
2417.10,4,512
1920.70,2,256
54.90,1,128
2778.20,4,512
2470.70,2,256
998.70,2,256
2094.80,3,384
1869.70,3,384
1254.60,2,256
1861.70,2,256
1497.40,6,768
1808.60,2,256
2064.80,5,640
1728.30,4,512
2461.10,5,640
2800.20,5,640
1434.30,3,384
1600.30,2,256
63.20,1,128
313.80,1,128
2376.90,4,512
2222.00,2,256
276.60,3,384
1018.70,2,256
2839.60,3,384
898.60,3,384
2533.10,2,256
365.20,1,128
370.30,2,256
207.20,1,128
964.80,2,256
1341.50,3,384
2848.50,3,384
1996.10,3,384
1779.30,4,512
1503.60,2,256
2193.70,3,384
2301.10,4,512
404.90,3,384
1179.60,4,512
873.50,3,384
1119.50,3,384
2133.10,4,512
2387.60,2,256
1699.20,4,512
1348.90,3,384
1287.60,1,128
1862.70,3,384
1578.10,4,512
1993.90,4,512
494.60,1,128
1101.20,3,384
304.90,2,256
3005.60,2,256
1125.40,2,256
2009.00,4,512
1665.40,2,256
968.70,2,256
1096.90,4,512
2227.60,1,128
509.00,2,256
743.10,1,128
2685.20,1,128
1381.40,3,384
1781.50,3,384
2814.20,3,384
1078.30,2,256
1963.40,4,512
1557.10,4,512
1619.20,3,384
1606.50,3,384
1670.40,4,512
997.00,2,256
3561.80,6,768
