node_id,work,score,connectivity,forwards,delivery_contributions
p0,2.338373,1.636861,0.0000,192,6
p1,0.166879,0.116815,0.0000,28,2
p2,0.971081,0.979757,1.0000,63,4
p3,3.869426,2.708598,0.0000,258,13
p4,2.679493,1.875645,0.0000,177,9
p5,1.034316,0.724021,0.0000,460,6
p6,5.604496,3.923147,0.0000,305,15
p7,1.143120,0.800184,0.0000,54,5
p8,0.447917,0.313542,0.0000,40,1
p9,5.438368,3.806857,0.0000,375,20
p10,1.934719,1.354303,0.0000,109,4
p11,2.429372,1.700561,0.0000,167,10
p12,2.553590,1.787513,0.0000,254,13
p13,3.226192,2.258334,0.0000,284,14
p14,1.430148,1.101104,0.3333,42,3
p15,0.555747,0.489023,0.3333,253,4
p16,1.090899,0.763630,0.0000,55,6
p17,2.150512,1.505358,0.0000,222,5
p18,2.449842,1.714889,0.0000,292,12
p19,2.280572,1.596401,0.0000,66,3
p20,0.745733,0.522013,0.0000,91,5
p21,3.530957,2.471670,0.0000,165,14
p22,1.175450,0.822815,0.0000,290,3
p23,2.712939,1.899058,0.0000,122,10
p24,1.001627,0.701139,0.0000,100,5
p25,2.753681,1.927577,0.0000,265,10
p26,4.487641,3.141349,0.0000,189,11
p27,0.228731,0.160112,0.0000,69,3
p28,2.587668,1.811367,0.0000,55,4
p29,0.816546,0.571582,0.0000,177,5
p30,5.180593,3.626415,0.0000,359,15
p31,1.976860,1.383802,0.0000,129,8
p32,2.732164,1.912515,0.0000,227,9
p33,4.180024,2.926017,0.0000,452,15
p34,1.250018,0.875013,0.0000,82,7
p35,0.335407,0.234785,0.0000,33,4
p36,2.603400,1.822380,0.0000,40,5
p37,1.077048,0.753933,0.0000,169,7
p38,0.683328,0.478330,0.0000,109,2
p39,0.704415,0.493091,0.0000,107,5
c40,1.631559,1.142091,0.0000,369,6
c41,4.312517,3.018762,0.0000,117,9
c42,6.230258,4.361181,0.0000,149,17
c43,7.528773,5.270141,0.0000,214,25
c44,9.114940,6.380458,0.0000,335,20
c45,4.812968,3.369078,0.0000,337,15
c46,4.744475,3.321132,0.0000,268,12
c47,1.242879,0.870015,0.0000,288,10
c48,3.371913,2.360339,0.0000,134,9
c49,6.123267,4.286287,0.0000,158,16
c50,5.543645,3.880552,0.0000,95,8
c51,4.532391,3.172674,0.0000,223,12
c52,6.946754,4.862728,0.0000,365,21
c53,4.647933,3.253553,0.0000,295,19
c54,5.996862,4.197803,0.0000,263,13
c55,3.903812,2.732669,0.0000,324,11
c56,3.805940,2.814158,0.5000,386,9
c57,7.679886,5.375920,0.0000,312,24
c58,11.469058,8.028341,0.0000,236,24
c59,8.329037,5.830326,0.0000,129,17
c60,4.091045,3.013732,0.5000,190,10
c61,5.712644,3.998851,0.0000,372,18
c62,7.998131,5.598692,0.0000,270,20
c63,3.127881,2.189516,0.0000,214,8
c64,5.123216,3.586251,0.0000,212,14
c65,3.543935,2.480754,0.0000,633,13
c66,5.315070,3.720549,0.0000,156,13
c67,9.320603,6.524422,0.0000,489,22
c68,6.373142,4.461199,0.0000,350,17
c69,3.801724,2.661207,0.0000,213,11
c70,3.405469,2.383829,0.0000,239,12
c71,4.098710,2.869097,0.0000,188,12
c72,7.686218,5.380352,0.0000,177,12
c73,11.029653,7.720757,0.0000,139,23
c74,5.462116,3.823481,0.0000,231,15
c75,7.115784,4.981049,0.0000,223,15
c76,9.109322,6.376525,0.0000,265,23
c77,6.198898,4.339228,0.0000,165,15
c78,2.613094,1.829166,0.0000,307,8
c79,6.768670,4.738069,0.0000,197,17
w80,1.258489,0.880942,0.0000,46,6
w81,1.106063,0.774244,0.0000,117,5
w82,0.265654,0.185958,0.0000,171,2
w83,0.814075,0.569852,0.0000,29,4
w84,0.482863,0.338004,0.0000,146,4
w85,0.586849,0.410794,0.0000,12,2
w86,2.620611,1.834428,0.0000,194,8
w87,1.759678,1.231775,0.0000,103,6
w88,5.831080,4.081756,0.0000,288,12
w89,4.117897,2.882528,0.0000,232,11
w90,1.731814,1.212270,0.0000,221,6
w91,1.998169,1.398718,0.0000,34,5
w92,1.242962,0.870074,0.0000,202,6
w93,0.050610,0.035427,0.0000,11,1
w94,1.024946,0.717462,0.0000,291,5
w95,0.415830,0.291081,0.0000,94,2
w96,1.287321,0.901124,0.0000,115,5
w97,0.821770,0.575239,0.0000,35,2
w98,0.601688,0.421181,0.0000,170,4
w99,0.593907,0.415735,0.0000,58,4
w100,2.307396,1.615177,0.0000,126,7
w101,2.434246,1.703972,0.0000,248,7
w102,0.271007,0.189705,0.0000,120,1
w103,0.193121,0.435185,1.0000,7,1
w104,0.260549,0.182384,0.0000,20,2
w105,0.382374,0.267662,0.0000,105,3
w106,5.338912,3.737238,0.0000,360,16
w107,0.914624,0.640237,0.0000,159,5
w108,0.266934,0.186854,0.0000,16,2
w109,0.273648,0.191554,0.0000,102,3
w110,0.721221,0.504855,0.0000,307,4
w111,1.653885,1.157720,0.0000,245,8
w112,0.877317,0.614122,0.0000,46,4
w113,0.158856,0.111199,0.0000,46,1
w114,0.969155,0.678408,0.0000,245,2
w115,1.535924,1.075147,0.0000,100,6
w116,0.940885,0.658619,0.0000,146,3
w117,2.727099,1.908970,0.0000,192,8
w118,0.771230,0.539861,0.0000,308,5
w119,1.622627,1.135839,0.0000,334,7
t120,8.098464,5.818925,0.5000,598,25
t121,6.413246,4.639272,0.5000,546,19
t122,7.988226,5.591758,0.0000,134,16
t123,11.708681,8.196076,0.0000,262,22
t124,5.635083,3.944558,0.0000,166,11
t125,2.387293,1.671105,0.0000,371,14
