time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.970238
300,0.970238
360,0.893040
420,0.883878
480,0.861593
540,0.836625
600,0.836625
660,0.836625
720,0.814417
780,0.793151
840,0.742034
900,0.727870
960,0.749348
1020,0.735294
1080,0.735294
1140,0.737093
1200,0.719930
1260,0.689731
1320,0.627014
1380,0.609490
1440,0.601717
1500,0.594918
1560,0.585551
1620,0.574920
1680,0.542761
1740,0.533602
1800,0.531208
1860,0.535553
1920,0.532183
1980,0.534984
2040,0.525830
2100,0.517177
2160,0.515545
2220,0.513553
2280,0.510777
2340,0.516204
2400,0.514094
2460,0.512962
2520,0.509294
2580,0.509294
2640,0.513764
2700,0.502915
2760,0.502052
2820,0.499487
2880,0.495837
2940,0.489407
3000,0.489407
3060,0.489407
3120,0.483628
3180,0.480536
3240,0.475317
3300,0.475753
3360,0.479111
3420,0.475838
3480,0.477533
3540,0.476887
