latency,hops,proof_bytes
153.40,2,256
22.40,1,128
249.70,1,128
323.30,4,512
314.40,5,640
316.50,4,512
285.10,2,256
329.20,3,384
249.00,5,640
326.40,2,256
249.50,4,512
421.30,3,384
204.50,2,256
464.10,4,512
265.80,2,256
442.00,5,640
529.10,4,512
612.20,3,384
228.00,1,128
691.30,5,640
512.20,3,384
444.80,3,384
592.30,4,512
473.30,1,128
272.30,3,384
727.10,2,256
714.50,5,640
395.60,5,640
630.70,5,640
238.40,3,384
176.50,1,128
653.40,8,1024
324.80,2,256
556.20,7,896
462.90,4,512
682.40,3,384
706.50,2,256
625.10,2,256
283.00,1,128
308.80,2,256
875.40,3,384
908.80,5,640
551.60,4,512
688.60,6,768
718.80,4,512
745.30,6,768
809.50,4,512
441.50,3,384
682.30,5,640
317.90,2,256
173.60,2,256
799.00,3,384
435.20,1,128
590.00,4,512
885.40,3,384
473.60,3,384
912.00,6,768
673.10,5,640
697.20,4,512
1113.70,4,512
746.80,7,896
112.10,1,128
452.00,6,768
634.60,4,512
794.70,4,512
374.70,4,512
1140.90,3,384
637.00,2,256
1132.20,4,512
194.60,2,256
260.40,5,640
248.30,3,384
868.60,6,768
213.70,1,128
692.50,4,512
585.30,4,512
630.90,3,384
9.70,1,128
747.30,7,896
1138.40,5,640
1065.80,1,128
501.00,4,512
815.10,4,512
630.10,2,256
215.00,2,256
887.10,7,896
1004.90,3,384
962.10,5,640
1134.40,4,512
857.80,5,640
903.30,2,256
685.40,6,768
285.80,1,128
854.20,3,384
945.40,4,512
1376.10,6,768
215.10,1,128
746.60,5,640
896.60,5,640
392.40,3,384
895.10,4,512
309.50,2,256
794.80,4,512
805.90,2,256
1436.20,5,640
1135.70,5,640
1392.10,6,768
312.70,3,384
543.40,2,256
888.40,2,256
629.20,2,256
422.30,2,256
796.70,2,256
1526.40,3,384
659.20,3,384
185.40,2,256
845.30,4,512
943.20,2,256
241.30,2,256
973.90,5,640
595.00,2,256
555.90,3,384
971.70,2,256
912.20,5,640
1392.80,5,640
756.30,6,768
1048.90,5,640
979.40,3,384
615.80,2,256
753.00,3,384
62.00,3,384
1471.50,9,1152
607.00,3,384
724.80,2,256
1080.50,2,256
1440.00,4,512
483.70,1,128
837.40,3,384
1762.70,2,256
1140.90,2,256
947.10,4,512
158.40,2,256
1175.60,4,512
556.90,4,512
182.60,3,384
481.40,4,512
1091.20,4,512
250.30,1,128
1246.10,3,384
614.80,4,512
476.00,2,256
985.80,3,384
1601.40,2,256
153.50,1,128
706.20,2,256
1038.30,4,512
1531.30,6,768
1415.40,5,640
1084.40,6,768
943.10,6,768
868.90,3,384
1693.50,4,512
1720.00,4,512
1345.10,1,128
148.60,1,128
815.50,4,512
1304.60,5,640
1064.60,4,512
615.40,3,384
1521.60,5,640
753.80,3,384
28.80,2,256
580.50,2,256
1343.60,2,256
1234.70,7,896
890.20,2,256
632.00,2,256
1125.20,5,640
1110.40,2,256
1061.70,1,128
632.60,4,512
564.90,2,256
1034.10,1,128
1505.50,3,384
1078.10,3,384
285.80,5,640
1766.60,2,256
205.90,2,256
658.90,1,128
958.50,5,640
1666.90,4,512
794.00,4,512
587.40,3,384
776.50,2,256
1918.40,1,128
1212.10,5,640
849.30,2,256
952.90,2,256
1146.00,3,384
427.90,2,256
1089.90,4,512
575.40,1,128
622.90,3,384
1166.10,6,768
735.00,6,768
1678.10,2,256
1471.50,5,640
672.40,4,512
8.20,1,128
1537.40,3,384
2330.50,3,384
394.60,3,384
1084.80,4,512
1325.10,2,256
1176.20,4,512
346.10,2,256
1502.60,4,512
978.70,3,384
832.30,4,512
96.10,1,128
1355.30,5,640
1315.80,5,640
429.90,3,384
1869.00,5,640
1802.10,6,768
1071.10,2,256
1775.00,4,512
135.00,2,256
1868.20,4,512
1084.00,7,896
295.70,2,256
649.20,5,640
1824.80,2,256
2082.80,6,768
464.60,2,256
1581.30,3,384
600.00,2,256
1635.30,2,256
1632.40,4,512
958.50,2,256
2024.90,3,384
876.20,5,640
1076.30,3,384
1043.00,1,128
1036.60,3,384
2497.80,5,640
1371.70,4,512
1216.00,1,128
1437.50,5,640
1600.40,2,256
226.30,1,128
1309.30,4,512
835.30,3,384
809.60,6,768
636.40,2,256
1305.10,1,128
1567.00,5,640
1213.60,5,640
38.20,1,128
1581.90,4,512
1343.40,3,384
1354.50,3,384
1296.30,7,896
547.70,3,384
1067.50,3,384
1808.20,5,640
1051.00,2,256
1364.90,2,256
2243.00,5,640
1088.70,2,256
1226.90,3,384
1463.00,2,256
1139.00,2,256
1656.70,2,256
359.90,2,256
1983.40,4,512
1359.00,5,640
2031.30,6,768
841.20,1,128
1714.60,3,384
949.60,2,256
1134.60,1,128
1921.10,2,256
1965.00,3,384
2811.80,5,640
1315.00,3,384
1441.20,3,384
2358.30,5,640
1188.60,3,384
2258.10,2,256
929.20,2,256
924.90,4,512
537.00,2,256
1423.10,4,512
631.00,1,128
952.80,4,512
826.90,2,256
1478.70,2,256
1094.50,1,128
376.20,1,128
611.50,3,384
2761.30,6,768
2201.40,4,512
1476.90,5,640
1818.60,4,512
1088.60,3,384
858.70,2,256
1071.30,3,384
1836.60,5,640
2475.70,4,512
1088.10,3,384
1449.40,4,512
611.90,1,128
2265.20,3,384
2046.00,8,1024
1782.10,3,384
1023.90,4,512
2160.10,3,384
1668.80,3,384
905.00,2,256
1420.40,1,128
2406.30,5,640
1349.30,4,512
2606.40,3,384
1972.50,2,256
1355.20,4,512
17.00,1,128
