latency,hops,proof_bytes
140.80,4,512
247.90,1,128
175.50,3,384
64.70,1,128
242.00,4,512
201.50,1,128
382.30,3,384
492.00,4,512
266.20,2,256
560.70,2,256
554.00,3,384
99.10,1,128
434.60,3,384
635.90,3,384
468.40,4,512
199.30,2,256
447.50,6,768
638.10,4,512
444.70,3,384
756.90,7,896
652.60,5,640
532.70,6,768
240.30,4,512
483.80,3,384
362.90,3,384
669.30,3,384
872.10,5,640
777.20,4,512
640.70,5,640
889.60,4,512
39.10,1,128
444.00,3,384
360.90,3,384
770.50,2,256
88.40,1,128
340.40,4,512
377.50,6,768
529.20,3,384
508.20,4,512
921.00,6,768
566.70,3,384
748.70,3,384
283.80,2,256
1006.60,6,768
900.10,4,512
573.70,4,512
657.60,2,256
751.70,4,512
361.00,7,896
595.00,4,512
1054.90,3,384
808.20,5,640
520.50,3,384
1030.30,4,512
1177.40,5,640
816.50,5,640
1090.60,3,384
1163.20,6,768
1017.30,6,768
885.30,4,512
1201.50,5,640
1110.60,3,384
835.40,8,1024
1235.50,5,640
1046.30,3,384
1345.10,4,512
291.90,3,384
951.70,5,640
1170.80,3,384
216.40,3,384
1016.70,4,512
0.70,1,128
617.10,5,640
220.20,2,256
681.30,4,512
1125.20,5,640
1324.30,7,896
1130.40,7,896
951.70,2,256
591.10,3,384
634.20,1,128
916.80,3,384
712.00,4,512
1564.00,3,384
1155.30,3,384
944.10,7,896
353.20,3,384
836.40,7,896
642.50,3,384
1270.30,5,640
1607.40,7,896
754.50,4,512
851.40,7,896
367.10,1,128
1426.90,4,512
1035.00,2,256
1007.10,3,384
1195.00,3,384
938.40,6,768
592.50,3,384
295.70,1,128
696.60,3,384
624.30,1,128
1421.60,4,512
792.30,2,256
1384.60,8,1024
1056.50,3,384
1455.40,2,256
424.40,5,640
1157.70,2,256
983.90,7,896
452.60,1,128
1022.00,1,128
1143.70,5,640
650.70,3,384
1436.80,4,512
1044.90,6,768
918.60,3,384
947.00,2,256
209.50,3,384
1459.30,5,640
1708.40,3,384
1897.70,4,512
457.70,4,512
1247.60,2,256
807.90,3,384
646.00,3,384
915.40,4,512
951.30,3,384
771.30,3,384
339.60,1,128
1021.70,4,512
1289.90,3,384
1042.20,4,512
1934.10,4,512
1174.60,5,640
545.90,2,256
741.90,3,384
1808.80,4,512
108.60,1,128
1054.40,5,640
974.30,3,384
1284.30,4,512
1175.60,4,512
1809.90,6,768
1845.70,7,896
2005.50,2,256
388.20,2,256
625.10,3,384
1198.20,4,512
904.70,2,256
1014.50,4,512
789.10,3,384
1507.00,4,512
1035.10,2,256
885.60,6,768
736.70,4,512
1156.70,5,640
1367.30,6,768
1419.70,4,512
495.80,4,512
1502.00,5,640
2037.10,4,512
516.20,2,256
1255.30,5,640
473.20,2,256
1860.10,1,128
2013.50,4,512
1289.30,5,640
1586.30,5,640
2105.40,4,512
2270.50,3,384
1758.40,5,640
1575.50,7,896
1868.80,11,1408
1726.90,3,384
1064.60,5,640
1643.50,2,256
759.40,3,384
701.40,3,384
1498.20,5,640
1175.40,1,128
1334.40,4,512
1175.50,6,768
280.60,3,384
320.10,1,128
1947.00,6,768
1540.10,2,256
1105.90,3,384
644.80,3,384
1711.00,5,640
142.60,1,128
1031.00,2,256
2171.20,5,640
299.00,2,256
864.50,5,640
1451.70,2,256
1574.50,4,512
1563.90,4,512
771.90,2,256
471.30,2,256
217.40,1,128
2203.70,2,256
883.80,3,384
1917.00,5,640
1275.30,2,256
1683.60,3,384
258.30,2,256
118.20,1,128
1698.40,4,512
2107.50,6,768
1485.30,6,768
1266.40,6,768
1874.70,3,384
1920.80,7,896
1882.50,5,640
1785.60,6,768
496.70,4,512
838.00,3,384
1176.80,5,640
1555.70,4,512
1499.80,2,256
1329.40,4,512
2248.30,2,256
1396.50,3,384
626.80,2,256
1553.50,3,384
1503.30,3,384
1736.10,8,1024
748.40,3,384
2458.50,2,256
995.80,2,256
1427.90,4,512
1389.00,6,768
540.60,3,384
742.90,5,640
2789.80,4,512
1572.30,2,256
1545.40,3,384
129.40,2,256
818.50,3,384
672.30,1,128
44.40,3,384
1435.40,4,512
1245.90,2,256
1047.00,3,384
1827.10,8,1024
1609.20,4,512
1081.30,1,128
1664.40,1,128
1326.90,3,384
1497.80,2,256
1945.50,5,640
3011.60,5,640
2525.70,5,640
1610.90,3,384
2083.20,3,384
980.70,3,384
1863.30,3,384
1137.40,5,640
2423.10,4,512
3134.20,2,256
1194.60,5,640
659.00,3,384
4.00,1,128
1274.70,6,768
1581.80,4,512
1410.10,4,512
413.60,2,256
960.50,3,384
1039.90,6,768
1761.00,1,128
935.10,4,512
1159.40,1,128
1630.70,3,384
2279.80,7,896
1913.70,2,256
1116.30,4,512
1637.40,5,640
3237.50,6,768
2145.60,9,1152
216.20,1,128
1824.40,1,128
1594.60,4,512
2712.70,3,384
1611.80,3,384
1194.90,4,512
419.90,1,128
2712.60,4,512
3013.40,4,512
975.10,4,512
1072.50,5,640
958.60,2,256
1769.40,4,512
2674.60,8,1024
2226.70,5,640
1269.00,4,512
844.10,2,256
131.30,2,256
2686.90,5,640
1763.20,8,1024
1233.30,3,384
539.90,1,128
860.00,5,640
879.00,2,256
449.40,1,128
956.80,5,640
1222.10,2,256
1649.00,2,256
608.70,3,384
1492.10,2,256
1047.60,4,512
1752.80,3,384
970.60,3,384
1515.80,3,384
1404.90,2,256
1103.30,5,640
1568.00,3,384
1264.60,3,384
2445.00,5,640
877.20,2,256
758.80,3,384
957.50,2,256
2260.80,5,640
977.70,2,256
595.90,1,128
