latency,hops,proof_bytes
127.40,4,512
138.20,1,128
256.30,2,256
12.10,1,128
168.90,1,128
193.70,3,384
294.60,2,256
313.10,1,128
240.50,4,512
253.60,3,384
318.70,5,640
459.70,1,128
49.90,2,256
348.50,2,256
249.90,1,128
152.90,2,256
558.50,2,256
487.90,2,256
62.80,1,128
610.70,6,768
176.30,1,128
304.70,2,256
529.70,4,512
722.20,2,256
613.30,5,640
778.30,7,896
741.70,3,384
872.40,3,384
597.30,3,384
743.40,3,384
646.20,4,512
430.90,2,256
385.00,1,128
397.10,4,512
472.50,2,256
750.80,6,768
819.30,7,896
644.90,3,384
1077.70,6,768
1070.40,3,384
1114.00,7,896
796.10,3,384
822.20,6,768
1083.10,4,512
389.90,2,256
1069.40,3,384
416.00,3,384
873.70,5,640
1067.30,2,256
718.10,5,640
780.20,4,512
874.00,4,512
340.70,4,512
321.10,3,384
706.90,3,384
500.00,1,128
843.20,3,384
385.00,7,896
746.70,4,512
1248.90,9,1152
44.90,2,256
1302.20,3,384
949.20,2,256
951.20,5,640
795.30,1,128
382.60,2,256
681.20,4,512
1000.30,3,384
1066.40,5,640
850.40,3,384
1048.20,5,640
1306.80,5,640
1060.40,1,128
50.60,2,256
1279.70,6,768
798.60,3,384
753.60,5,640
789.40,4,512
1132.70,5,640
759.40,4,512
1120.50,5,640
1467.50,3,384
627.80,2,256
486.30,5,640
1495.00,3,384
1351.60,3,384
1266.20,5,640
1486.80,2,256
705.50,1,128
996.30,4,512
1544.40,2,256
13.60,2,256
767.00,4,512
229.90,2,256
750.60,1,128
1285.20,4,512
1160.40,1,128
807.90,2,256
1501.70,4,512
966.80,3,384
841.20,2,256
1132.10,4,512
1044.20,2,256
1239.20,2,256
1552.30,3,384
1312.60,4,512
749.70,4,512
1273.90,3,384
170.40,2,256
475.90,2,256
883.40,3,384
905.90,5,640
748.50,1,128
319.30,1,128
1172.50,3,384
793.60,3,384
90.00,2,256
1741.40,5,640
861.50,3,384
573.90,4,512
342.70,1,128
32.20,1,128
1782.30,4,512
1736.50,3,384
1183.60,7,896
471.40,3,384
679.70,3,384
1087.50,2,256
1590.70,3,384
1261.80,2,256
1409.90,3,384
1265.50,1,128
1470.70,4,512
1286.00,2,256
1205.20,4,512
1182.30,5,640
876.70,2,256
1753.20,5,640
1491.10,4,512
1378.90,2,256
1937.70,4,512
1358.10,5,640
1195.20,5,640
455.10,2,256
2025.60,6,768
1389.80,1,128
1968.90,4,512
1369.10,3,384
1881.10,4,512
853.10,2,256
1809.80,7,896
875.10,3,384
1049.00,6,768
2148.30,4,512
521.60,3,384
929.70,2,256
1076.20,5,640
564.30,1,128
1133.40,2,256
110.10,1,128
145.80,2,256
1715.20,5,640
2054.30,4,512
1538.40,4,512
1612.50,3,384
1532.60,4,512
1212.80,2,256
1338.30,3,384
1736.10,5,640
312.20,2,256
1319.30,2,256
2056.80,4,512
2261.90,4,512
2063.20,3,384
1263.70,3,384
1806.00,2,256
2148.40,4,512
1242.10,3,384
664.90,4,512
935.10,2,256
1162.40,3,384
806.50,3,384
1194.80,4,512
1615.00,5,640
699.10,2,256
1376.40,3,384
1597.70,3,384
937.20,2,256
1130.00,2,256
38.30,2,256
2547.30,4,512
1252.90,3,384
2075.70,4,512
1627.80,3,384
1257.90,3,384
1933.90,8,1024
1496.00,3,384
1120.10,2,256
1254.50,2,256
1806.60,3,384
1849.50,3,384
894.80,1,128
2045.60,4,512
1517.80,4,512
1501.80,5,640
604.10,3,384
1255.10,4,512
1360.70,4,512
1730.70,6,768
1020.10,4,512
1298.40,5,640
1987.00,4,512
1535.50,3,384
1988.80,4,512
65.80,1,128
1135.50,5,640
896.80,2,256
962.60,2,256
1300.00,4,512
2237.50,5,640
228.40,1,128
1548.10,2,256
1587.60,2,256
1077.70,2,256
1220.10,3,384
1488.70,4,512
782.10,2,256
1213.20,2,256
1402.30,3,384
1584.60,3,384
610.00,2,256
484.10,3,384
2220.20,6,768
748.90,2,256
1047.80,3,384
2887.80,3,384
1816.80,3,384
2666.90,2,256
1243.10,4,512
1289.90,3,384
1366.60,5,640
1655.10,5,640
278.40,2,256
1200.40,2,256
736.90,3,384
1904.00,4,512
2676.00,10,1280
373.10,2,256
1511.20,3,384
2511.10,5,640
2104.40,4,512
1788.50,2,256
2844.20,2,256
1874.30,2,256
1329.10,3,384
1064.20,2,256
604.30,1,128
1474.10,5,640
1106.00,3,384
780.20,3,384
1881.60,3,384
2506.80,5,640
544.10,3,384
1261.10,4,512
1140.30,7,896
1866.40,3,384
2219.90,4,512
1669.60,5,640
1598.90,2,256
1560.00,2,256
1577.10,4,512
617.90,3,384
1321.00,3,384
1319.40,2,256
1001.70,1,128
2128.80,3,384
1238.00,5,640
1418.10,3,384
937.00,3,384
1635.60,3,384
1051.30,5,640
2640.50,5,640
1535.60,4,512
2672.10,5,640
1224.30,3,384
2494.30,4,512
556.50,2,256
2169.80,4,512
2217.00,2,256
1244.50,4,512
2548.60,5,640
377.40,2,256
441.40,3,384
2019.90,1,128
890.00,1,128
828.10,2,256
1450.00,6,768
1293.10,3,384
1986.60,3,384
1771.40,2,256
880.50,1,128
1327.60,5,640
2294.90,4,512
722.90,2,256
1527.00,3,384
1323.50,3,384
2293.50,5,640
2207.90,3,384
1807.50,2,256
1681.30,4,512
1062.00,4,512
540.90,2,256
1267.10,3,384
1423.60,3,384
1738.70,2,256
