node_id,work,score,connectivity,forwards,delivery_contributions
p0,3.577643,2.504350,0.0000,183,10
p1,1.902760,1.331932,0.0000,142,7
p2,1.570324,1.099227,0.0000,42,5
p3,2.010917,1.407642,0.0000,48,4
p4,0.992651,0.694856,0.0000,18,2
p5,3.097577,2.168304,0.0000,204,9
p6,1.734159,1.213912,0.0000,104,6
p7,0.282292,0.197604,0.0000,31,2
p8,2.190211,1.533148,0.0000,498,8
p9,0.381947,0.267363,0.0000,119,6
p10,4.432211,3.102547,0.0000,156,9
p11,0.956055,0.669239,0.0000,171,2
p12,0.919577,0.643704,0.0000,109,4
p13,0.471768,0.330238,0.0000,234,2
p14,6.522533,4.565773,0.0000,204,19
p15,2.225840,1.558088,0.0000,228,7
p16,1.846095,1.292267,0.0000,158,4
p17,0.754087,0.527861,0.0000,126,4
p18,0.238319,0.166823,0.0000,28,1
p19,7.389308,5.172516,0.0000,399,28
p20,2.382422,1.667695,0.0000,36,6
p21,1.532467,1.072727,0.0000,33,6
p22,1.849883,1.294918,0.0000,231,8
p23,0.159015,0.111310,0.0000,12,1
p24,1.442782,1.009948,0.0000,291,8
p25,3.245778,2.272044,0.0000,310,11
p26,0.536441,0.675509,1.0000,315,3
p27,2.779177,1.945424,0.0000,413,14
p28,4.108940,2.876258,0.0000,193,13
p29,0.356176,0.249323,0.0000,111,2
p30,1.057346,0.740142,0.0000,219,8
p31,2.728633,2.060043,0.5000,241,11
p32,2.733813,2.063669,0.5000,123,7
c33,8.525470,5.967829,0.0000,209,16
c34,5.064105,3.544873,0.0000,410,21
c35,1.994298,1.546008,0.5000,370,12
c36,2.652969,1.857078,0.0000,160,9
c37,4.102607,2.971825,0.3333,288,10
c38,2.464207,1.724945,0.0000,379,19
c39,6.182452,4.327717,0.0000,462,23
c40,2.964739,2.075317,0.0000,420,13
c41,7.679896,5.375927,0.0000,134,16
c42,3.990899,2.793630,0.0000,214,10
c43,5.869401,4.108581,0.0000,172,13
c44,6.837757,4.786430,0.0000,309,24
c45,4.424766,3.097336,0.0000,279,14
c46,3.194338,2.236036,0.0000,232,11
c47,14.300622,10.010435,0.0000,442,35
c48,9.717441,6.952209,0.5000,208,28
c49,3.154128,2.207889,0.0000,472,21
c50,1.683088,1.328162,0.5000,196,11
c51,0.374043,0.261830,0.0000,257,5
c52,4.145396,2.901777,0.0000,372,13
c53,2.153720,1.507604,0.0000,133,12
c54,2.932801,2.052961,0.0000,322,12
c55,6.845371,4.791759,0.0000,575,19
c56,3.968253,2.777777,0.0000,314,9
c57,2.761384,1.932969,0.0000,172,14
c58,13.025319,9.117723,0.0000,301,37
c59,2.288329,1.601830,0.0000,356,14
c60,2.503380,1.752366,0.0000,336,12
c61,6.019070,4.213349,0.0000,250,17
c62,12.279713,8.595799,0.0000,285,35
c63,4.585963,3.210174,0.0000,390,21
c64,1.663075,1.164153,0.0000,344,8
c65,13.140049,9.198034,0.0000,219,33
w66,2.592617,1.814832,0.0000,321,13
w67,3.659522,2.561666,0.0000,163,9
w68,0.782541,0.547779,0.0000,96,5
w69,1.945192,1.361634,0.0000,160,4
w70,5.024866,3.517406,0.0000,372,16
w71,1.817037,1.271926,0.0000,294,13
w72,4.460449,3.122314,0.0000,86,9
w73,1.604565,1.123196,0.0000,231,6
w74,1.455287,1.018701,0.0000,154,6
w75,0.244071,0.170850,0.0000,40,1
w76,1.141770,0.799239,0.0000,101,6
w77,0.304034,0.212824,0.0000,34,7
w78,1.186333,0.830433,0.0000,59,5
w79,0.553385,0.387369,0.0000,70,5
w80,0.178630,0.125041,0.0000,104,2
w81,0.131610,0.092127,0.0000,60,1
w82,4.967496,3.477247,0.0000,135,6
w83,2.129473,1.490631,0.0000,162,7
w84,3.789770,2.652839,0.0000,241,16
w85,9.647687,6.753381,0.0000,516,26
w86,0.641495,0.449046,0.0000,113,3
w87,2.400928,1.680649,0.0000,322,10
w88,1.595594,1.116916,0.0000,91,6
w89,0.000000,0.000000,0.0000,39,0
w90,0.716007,0.501205,0.0000,126,8
w91,0.103422,0.072396,0.0000,11,3
w92,0.649946,0.454962,0.0000,129,3
w93,1.025370,0.717759,0.0000,136,5
w94,1.849076,1.294354,0.0000,203,9
w95,5.825680,4.077976,0.0000,388,13
w96,1.120235,0.784165,0.0000,108,10
w97,2.460637,1.722446,0.0000,236,6
w98,1.447333,1.013133,0.0000,243,7
w99,4.375704,3.062993,0.0000,636,14
t100,5.592783,4.014948,0.3333,546,28
t101,8.759881,6.281917,0.5000,530,33
t102,6.025501,4.317850,0.3333,446,18
t103,5.632273,3.942591,0.0000,501,16
t104,0.490068,0.343047,0.0000,224,4
t105,10.846249,7.592374,0.0000,190,15
