node_id,work,score,connectivity,forwards,delivery_contributions
p0,1.854175,1.297922,0.0000,80,7
p1,1.340640,1.088448,0.5000,28,7
p2,8.340876,5.838613,0.0000,400,21
p3,0.484554,0.339188,0.0000,38,2
p4,1.784651,1.249256,0.0000,163,4
p5,0.155760,0.109032,0.0000,16,2
p6,2.607483,1.825238,0.0000,131,9
p7,1.646180,1.152326,0.0000,94,4
p8,5.583953,3.908767,0.0000,54,7
p9,2.806276,1.964393,0.0000,210,12
p10,0.448543,0.613980,1.0000,49,4
p11,0.000000,0.000000,0.0000,0,0
p12,0.531607,0.372125,0.0000,42,3
p13,1.519994,1.063995,0.0000,63,3
p14,2.187232,1.531062,0.0000,81,7
p15,3.299543,2.309680,0.0000,160,9
p16,1.429257,1.000480,0.0000,27,2
p17,0.490189,0.343132,0.0000,74,3
p18,0.562544,0.393781,0.0000,35,3
p19,4.360160,3.052112,0.0000,23,7
p20,0.611755,0.428229,0.0000,59,4
p21,8.997893,6.598525,1.0000,117,15
p22,0.215971,0.151180,0.0000,63,2
p23,0.657076,0.559953,0.3333,20,2
p24,3.928174,2.749722,0.0000,53,5
p25,2.774796,1.942357,0.0000,155,10
p26,2.263713,1.584599,0.0000,49,5
p27,1.180574,0.826402,0.0000,191,6
p28,2.076566,1.453596,0.0000,234,5
p29,0.000000,0.000000,0.0000,7,0
p30,1.723897,1.206728,0.0000,141,6
p31,1.389929,0.972950,0.0000,86,4
p32,9.569113,6.698379,0.0000,124,15
c33,5.869490,4.108643,0.0000,166,13
c34,3.202357,2.241650,0.0000,205,8
c35,3.702360,2.591652,0.0000,186,10
c36,1.632013,1.142409,0.0000,220,8
c37,5.254025,3.677818,0.0000,70,12
c38,6.689847,4.832893,0.5000,239,13
c39,7.792872,5.455010,0.0000,91,13
c40,3.627975,2.539583,0.0000,208,7
c41,6.033388,4.223372,0.0000,173,15
c42,9.884562,6.919193,0.0000,135,17
c43,4.394831,3.076382,0.0000,201,12
c44,5.886981,4.120887,0.0000,189,16
c45,2.894296,2.026007,0.0000,224,8
c46,4.808225,3.365758,0.0000,157,10
c47,3.037617,2.126332,0.0000,294,13
c48,4.227246,2.959073,0.0000,68,9
c49,6.322414,4.425690,0.0000,161,17
c50,5.560972,3.892680,0.0000,164,8
c51,0.717508,0.502256,0.0000,76,6
c52,2.266755,1.586728,0.0000,171,5
c53,9.155458,6.408821,0.0000,193,18
c54,3.835042,2.684529,0.0000,86,6
c55,9.096331,6.367432,0.0000,131,15
c56,1.524421,1.067095,0.0000,165,6
c57,9.092422,6.364696,0.0000,123,16
c58,4.593627,3.215539,0.0000,59,6
c59,1.673975,1.171782,0.0000,146,9
c60,9.228703,6.460092,0.0000,119,13
c61,4.544868,3.181408,0.0000,267,17
c62,5.596915,3.917840,0.0000,115,10
c63,6.093552,4.265487,0.0000,226,15
c64,4.243607,2.970525,0.0000,201,16
c65,10.556518,7.389563,0.0000,103,15
w66,2.571695,1.950187,0.5000,196,10
w67,1.722721,1.355905,0.5000,121,6
w68,2.028178,1.419724,0.0000,21,5
w69,1.123135,0.786194,0.0000,94,4
w70,0.327715,0.229400,0.0000,19,1
w71,0.358814,0.251170,0.0000,60,2
w72,3.461773,2.423241,0.0000,92,10
w73,1.319263,0.923484,0.0000,38,3
w74,1.160682,0.812477,0.0000,16,2
w75,1.351705,0.946194,0.0000,126,5
w76,0.217372,0.152160,0.0000,54,2
w77,3.006285,2.104399,0.0000,92,6
w78,1.360414,0.952290,0.0000,59,7
w79,0.354686,0.248281,0.0000,79,2
w80,4.080964,2.856675,0.0000,265,8
w81,0.561815,0.393271,0.0000,131,3
w82,1.031817,0.872272,0.5000,125,4
w83,1.524777,1.067344,0.0000,83,4
w84,0.885833,0.920083,1.0000,144,4
w85,0.866069,0.606248,0.0000,40,4
w86,0.000000,0.000000,0.0000,219,1
w87,1.722474,1.205732,0.0000,233,5
w88,1.720528,1.204369,0.0000,223,9
w89,0.000000,0.000000,0.0000,25,0
w90,1.101548,0.771084,0.0000,49,5
w91,1.749065,1.224346,0.0000,90,7
w92,5.587699,3.911389,0.0000,62,7
w93,1.210199,0.847140,0.0000,31,5
w94,1.809248,1.266473,0.0000,44,4
w95,2.507195,1.755037,0.0000,32,4
w96,1.262109,1.033476,0.5000,207,6
w97,0.724297,0.507008,0.0000,188,4
w98,3.343993,2.340795,0.0000,135,7
w99,4.069163,2.848414,0.0000,68,6
t100,6.799057,4.859340,0.3333,206,16
t101,6.883657,4.918560,0.3333,283,16
t102,5.805311,4.063718,0.0000,296,11
t103,3.657929,2.560550,0.0000,351,9
t104,5.313601,3.719521,0.0000,123,11
t105,4.318091,3.022664,0.0000,245,10
