time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.000000
300,0.984277
360,0.975484
420,0.950982
480,0.950982
540,0.921975
600,0.901553
660,0.867831
720,0.847808
780,0.808017
840,0.802964
900,0.784321
960,0.751893
1020,0.743584
1080,0.729371
1140,0.704389
1200,0.692827
1260,0.673644
1320,0.668059
1380,0.638871
1440,0.631828
1500,0.623330
1560,0.629072
1620,0.623293
1680,0.618022
1740,0.599020
1800,0.583931
1860,0.570612
1920,0.563305
1980,0.548601
2040,0.549573
2100,0.546546
2160,0.538898
2220,0.540008
2280,0.533679
2340,0.531442
2400,0.532973
2460,0.527312
2520,0.527608
2580,0.527931
2640,0.519991
2700,0.521133
2760,0.514354
2820,0.504731
2880,0.504731
2940,0.500566
3000,0.502210
3060,0.496414
3120,0.497671
3180,0.496970
3240,0.493234
3300,0.492137
3360,0.486384
3420,0.482875
3480,0.473775
3540,0.475229
