time,gini
0,0.000000
60,0.000000
120,0.000000
180,0.000000
240,0.000000
300,0.990566
360,0.965170
420,0.950156
480,0.924038
540,0.908955
600,0.774526
660,0.767763
720,0.719027
780,0.703542
840,0.690275
900,0.676940
960,0.651198
1020,0.655171
1080,0.610305
1140,0.603243
1200,0.598534
1260,0.578938
1320,0.555467
1380,0.548190
1440,0.546919
1500,0.538254
1560,0.524400
1620,0.524490
1680,0.527340
1740,0.528808
1800,0.527830
1860,0.525528
1920,0.524833
1980,0.514475
2040,0.514475
2100,0.517743
2160,0.511581
2220,0.512383
2280,0.503138
2340,0.500946
2400,0.484967
2460,0.479510
2520,0.477363
2580,0.473772
2640,0.470476
2700,0.456263
2760,0.453180
2820,0.463556
2880,0.463297
2940,0.462410
3000,0.464842
3060,0.459384
3120,0.467219
3180,0.467018
3240,0.463279
3300,0.461980
3360,0.460481
3420,0.458144
3480,0.458928
3540,0.455701
