latency,hops,proof_bytes
87.00,1,128
139.00,2,256
120.20,3,384
115.90,2,256
281.20,2,256
351.20,3,384
336.30,2,256
303.10,2,256
400.90,2,256
541.10,6,768
426.90,6,768
196.70,3,384
533.40,2,256
97.10,1,128
573.90,5,640
282.00,2,256
32.30,2,256
507.40,2,256
403.40,1,128
84.10,1,128
465.40,6,768
247.10,2,256
194.00,3,384
213.10,2,256
308.40,3,384
109.10,2,256
688.50,2,256
657.90,3,384
393.60,2,256
699.70,5,640
589.90,2,256
710.00,6,768
744.90,9,1152
634.80,6,768
501.60,4,512
334.30,4,512
709.50,4,512
633.40,2,256
379.30,4,512
295.40,3,384
500.90,4,512
575.70,2,256
409.30,4,512
495.10,2,256
622.20,4,512
289.40,2,256
719.70,7,896
859.40,4,512
919.90,5,640
959.00,7,896
695.00,5,640
951.70,4,512
753.20,2,256
902.40,5,640
547.10,3,384
950.30,8,1024
422.60,3,384
1085.00,6,768
306.10,2,256
803.70,4,512
956.80,4,512
1013.90,3,384
611.30,2,256
966.20,4,512
745.10,2,256
1109.30,2,256
449.40,2,256
4.20,1,128
531.30,4,512
1185.00,6,768
940.20,4,512
210.10,1,128
1267.20,5,640
212.40,3,384
937.90,2,256
809.80,4,512
1118.10,3,384
362.60,2,256
616.70,3,384
978.90,3,384
1085.80,7,896
1365.10,5,640
1069.20,4,512
487.70,2,256
69.40,1,128
665.40,3,384
465.60,2,256
1153.60,6,768
205.80,3,384
554.80,2,256
1207.20,3,384
42.70,1,128
1020.40,5,640
327.40,1,128
814.60,4,512
924.40,3,384
1100.90,8,1024
221.80,1,128
1225.60,2,256
682.50,6,768
946.60,3,384
1025.90,2,256
858.40,3,384
1399.10,6,768
695.70,2,256
1139.50,2,256
1115.40,2,256
344.30,2,256
925.80,6,768
1356.20,4,512
1699.80,2,256
1306.40,2,256
1318.80,2,256
1104.10,2,256
990.20,4,512
526.30,2,256
385.80,1,128
1551.30,5,640
1604.50,7,896
594.90,1,128
956.20,4,512
1245.30,4,512
436.60,3,384
1244.90,4,512
881.20,5,640
1149.10,4,512
1496.10,4,512
1756.40,5,640
1614.90,4,512
1200.90,3,384
425.00,1,128
2128.40,4,512
1438.50,4,512
488.00,1,128
1548.90,3,384
1016.50,1,128
684.20,2,256
837.60,5,640
1105.70,4,512
1954.10,4,512
1481.10,6,768
396.50,3,384
1092.10,4,512
432.10,1,128
1521.00,3,384
1552.90,4,512
1247.20,3,384
1705.10,7,896
174.10,1,128
508.00,2,256
921.10,2,256
1354.20,3,384
338.90,2,256
604.00,4,512
1644.40,1,128
732.10,1,128
1752.50,4,512
779.20,3,384
636.90,2,256
1176.60,7,896
2045.70,6,768
1097.70,2,256
993.50,4,512
675.30,3,384
1441.20,3,384
1412.30,3,384
2127.00,6,768
2295.30,4,512
1492.80,2,256
954.00,4,512
656.30,2,256
1516.30,5,640
1575.80,2,256
1661.00,5,640
903.20,1,128
2200.30,5,640
1043.80,7,896
1302.20,3,384
1274.70,5,640
1552.80,5,640
1434.80,2,256
2123.10,5,640
1378.20,1,128
706.10,3,384
605.40,4,512
863.00,2,256
1126.50,3,384
1496.60,3,384
83.10,2,256
334.20,2,256
1329.60,4,512
434.10,3,384
1771.70,5,640
2058.20,4,512
1824.50,6,768
369.60,2,256
1726.60,3,384
1462.40,4,512
572.80,2,256
1415.90,5,640
1288.70,3,384
488.10,6,768
385.70,1,128
1210.90,3,384
1263.10,2,256
2151.90,1,128
746.30,3,384
2003.80,4,512
1099.90,2,256
1652.10,3,384
1429.40,4,512
2105.60,5,640
1885.70,6,768
2257.80,2,256
2465.00,4,512
2739.10,5,640
1091.70,3,384
1945.90,4,512
1752.70,4,512
1812.80,4,512
1484.50,4,512
1986.30,5,640
2235.10,4,512
1920.70,2,256
54.90,1,128
2775.70,4,512
2470.70,3,384
2063.80,7,896
1735.00,2,256
1530.10,5,640
1516.20,3,384
998.70,2,256
2184.20,3,384
2224.30,5,640
2530.00,4,512
1801.20,6,768
1863.50,3,384
1558.20,3,384
1821.60,3,384
751.40,5,640
1482.80,4,512
2515.10,4,512
1647.30,4,512
2461.10,4,512
2800.20,6,768
1600.30,2,256
1051.80,2,256
1978.50,4,512
63.20,1,128
313.80,1,128
2222.00,6,768
2377.10,6,768
2268.20,4,512
276.60,3,384
365.20,1,128
370.30,2,256
207.20,1,128
1948.30,4,512
778.70,3,384
641.90,3,384
1785.90,3,384
1010.50,2,256
1503.60,2,256
2301.10,4,512
557.50,2,256
404.90,3,384
2045.00,3,384
2387.60,2,256
2187.70,5,640
1778.60,3,384
1708.70,1,128
1384.50,3,384
1547.60,3,384
2154.70,2,256
1862.60,3,384
1287.70,1,128
739.80,3,384
2079.00,4,512
494.60,1,128
2780.70,5,640
1370.30,2,256
1275.40,3,384
1125.50,2,256
1715.60,3,384
2009.00,3,384
1665.40,4,512
968.70,3,384
743.00,1,128
509.20,2,256
2685.20,1,128
1078.20,6,768
2366.30,4,512
1421.80,2,256
1838.90,3,384
1557.10,4,512
1606.50,3,384
1254.20,1,128
1670.40,4,512
